outcome_id,system_id,decision_date,decision_taken,expected_5y_cost_eur,actual_5y_cost_proxy_eur,expected_risk_reduction,observed_risk_reduction,cost_variance_pct,outcome_quality,delay_months,vendor_pressure_outcome,lessons_learned
OUT00011655,SYS0011634,2025-01-20,Exit / Decommission,2034.63,2170.39,45,41.2,6.7,Strong,11,Escalated,Dependency blast radius drove final sequencing.
OUT00011656,SYS0003656,2026-03-01,Exit / Decommission,3146.49,3011.69,45,40.4,-4.3,Strong,2,Delayed,Compensating controls reduced upgrade urgency.
OUT00011657,SYS0003272,2025-10-20,Exit / Decommission,3057.02,3038.64,45,53.4,-0.6,Strong,7,Escalated,Business owner alignment delayed execution.
OUT00011658,SYS0008364,2024-12-17,Exit / Decommission,1528.42,1617.53,45,42.0,5.8,Strong,1,Negotiated,Vendor claim was partially valid.
OUT00011659,SYS0008915,2025-03-14,Exit / Decommission,2476.16,2995.15,45,44.5,21.0,Strong,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00011660,SYS0000412,2024-06-22,Exit / Decommission,3559.35,4281.0,45,61.8,20.3,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011661,SYS0010562,2023-08-29,Exit / Decommission,1643.43,1327.25,45,54.6,-19.2,Strong,4,Escalated,Business owner alignment delayed execution.
OUT00011662,SYS0010940,2025-09-25,Exit / Decommission,974.77,1388.84,45,37.2,42.5,Good,10,Delayed,Dependency blast radius drove final sequencing.
OUT00011663,SYS0002721,2024-03-06,Exit / Decommission,12328.05,14145.72,45,53.0,14.7,Good,0,Avoided,Business owner alignment delayed execution.
OUT00011664,SYS0006840,2022-01-11,Exit / Decommission,812.32,576.37,45,49.8,-29.0,Good,0,Avoided,Integration complexity was underestimated.
OUT00011665,SYS0009678,2024-02-16,Exit / Decommission,2705.87,2681.91,45,52.6,-0.9,Strong,3,Accepted,Compensating controls reduced upgrade urgency.
OUT00011666,SYS0009262,2023-12-17,Exit / Decommission,1361.87,1123.4,45,63.7,-17.5,Strong,3,Reduced,Compensating controls reduced upgrade urgency.
OUT00011667,SYS0011680,2022-03-11,Exit / Decommission,11384.27,23545.95,45,46.1,106.8,Poor,5,Reduced,Entitlement evidence improved negotiation position.
OUT00011668,SYS0010511,2026-06-30,Exit / Decommission,25627.76,30906.3,45,31.4,20.6,Good,0,Negotiated,Integration complexity was underestimated.
OUT00011669,SYS0002583,2025-09-13,Exit / Decommission,1299.04,987.74,45,41.8,-24.0,Good,0,Escalated,Integration complexity was underestimated.
OUT00011670,SYS0010431,2023-11-06,Exit / Decommission,17132.67,17726.44,45,52.2,3.5,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011671,SYS0005284,2023-04-28,Exit / Decommission,5766.07,5296.57,45,40.1,-8.1,Strong,2,Avoided,Entitlement evidence improved negotiation position.
OUT00011672,SYS0009280,2022-05-07,Exit / Decommission,7653.87,9426.63,45,52.3,23.2,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011673,SYS0004200,2022-07-22,Exit / Decommission,24154.92,20987.12,45,31.0,-13.1,Strong,4,Escalated,Vendor claim was partially valid.
OUT00011674,SYS0005216,2025-12-29,Exit / Decommission,5748.71,6150.31,45,51.2,7.0,Strong,1,Avoided,Compensating controls reduced upgrade urgency.
OUT00011675,SYS0006782,2024-11-15,Exit / Decommission,2366.89,2434.17,45,39.8,2.8,Strong,2,Reduced,Business owner alignment delayed execution.
OUT00011676,SYS0008920,2024-08-18,Exit / Decommission,4896.96,4287.88,45,48.2,-12.4,Strong,4,Escalated,Integration complexity was underestimated.
OUT00011677,SYS0000631,2025-01-31,Exit / Decommission,559.08,552.85,45,44.4,-1.1,Strong,0,Reduced,Integration complexity was underestimated.
OUT00011678,SYS0010424,2024-06-23,Exit / Decommission,9692.95,7242.51,45,40.4,-25.3,Strong,5,Negotiated,Vendor claim was partially valid.
OUT00011679,SYS0011671,2024-01-10,Exit / Decommission,1178.23,1263.61,45,46.5,7.2,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00011680,SYS0002194,2022-09-05,Exit / Decommission,2674.21,2749.4,45,58.1,2.8,Strong,1,Reduced,Dependency blast radius drove final sequencing.
OUT00011681,SYS0003640,2024-06-21,Exit / Decommission,1215.57,982.69,45,52.0,-19.2,Strong,3,Accepted,Integration complexity was underestimated.
OUT00011682,SYS0005312,2023-08-19,Exit / Decommission,4429.1,3643.77,45,36.8,-17.7,Good,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011683,SYS0000864,2022-08-11,Exit / Decommission,195.91,230.28,45,37.2,17.5,Good,4,Reduced,Vendor claim was partially valid.
OUT00011684,SYS0005346,2024-03-08,Exit / Decommission,1429.34,1179.08,45,48.6,-17.5,Good,1,Reduced,Vendor claim was partially valid.
OUT00011685,SYS0003471,2023-03-03,Exit / Decommission,7130.32,8457.98,45,58.8,18.6,Strong,2,Delayed,Integration complexity was underestimated.
OUT00011686,SYS0009778,2024-08-06,Exit / Decommission,4262.18,5346.25,45,26.3,25.4,Mixed,6,Negotiated,Integration complexity was underestimated.
OUT00011687,SYS0007500,2022-02-26,Exit / Decommission,10175.13,8889.24,45,59.0,-12.6,Strong,2,Accepted,Entitlement evidence improved negotiation position.
OUT00011688,SYS0001756,2025-07-20,Exit / Decommission,2658.31,1725.2,45,49.6,-35.1,Good,1,Reduced,Dependency blast radius drove final sequencing.
OUT00011689,SYS0005003,2023-08-30,Exit / Decommission,8613.42,9912.97,45,54.3,15.1,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011690,SYS0004795,2024-07-09,Exit / Decommission,4904.92,4121.48,45,53.7,-16.0,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00011691,SYS0011642,2024-06-06,Exit / Decommission,1987.02,1988.45,45,46.1,0.1,Strong,2,Reduced,Entitlement evidence improved negotiation position.
OUT00011692,SYS0010193,2023-02-20,Exit / Decommission,12710.13,10960.08,45,36.2,-13.8,Strong,6,Reduced,Integration complexity was underestimated.
OUT00011693,SYS0008504,2026-03-27,Exit / Decommission,3036.48,2867.95,45,50.5,-5.6,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00011694,SYS0005026,2023-03-16,Exit / Decommission,2597.9,2471.35,45,43.1,-4.9,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00011695,SYS0000535,2026-05-03,Extend Independent Support,35283.39,36673.27,22,20.8,3.9,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00011696,SYS0001092,2024-09-01,Exit / Decommission,4056.93,3602.54,45,51.9,-11.2,Strong,0,Avoided,Business owner alignment delayed execution.
OUT00011697,SYS0007551,2024-02-02,Extend Independent Support,92166.53,102533.19,22,27.5,11.2,Good,9,Reduced,Integration complexity was underestimated.
OUT00011698,SYS0009985,2024-05-06,Exit / Decommission,2913.64,4109.96,45,45.7,41.1,Good,2,Escalated,Vendor claim was partially valid.
OUT00011699,SYS0009654,2025-06-06,Exit / Decommission,2618.12,2926.26,45,50.2,11.8,Strong,0,Escalated,Integration complexity was underestimated.
OUT00011700,SYS0003883,2022-05-06,Extend Independent Support,41591.75,40303.51,22,28.8,-3.1,Strong,11,Reduced,Business owner alignment delayed execution.
OUT00011701,SYS0000778,2024-01-25,Exit / Decommission,4704.63,5274.12,45,55.3,12.1,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00011702,SYS0006871,2023-12-06,Exit / Decommission,13750.91,12989.46,45,31.7,-5.5,Strong,0,Escalated,Vendor claim was partially valid.
OUT00011703,SYS0000552,2022-07-20,Exit / Decommission,6713.73,6583.99,45,45.1,-1.9,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011704,SYS0000433,2022-03-05,Exit / Decommission,1408.36,1328.27,45,32.5,-5.7,Strong,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00011705,SYS0000546,2023-12-13,Exit / Decommission,623.32,805.34,45,46.7,29.2,Strong,0,Delayed,Vendor claim was partially valid.
OUT00011706,SYS0006360,2024-04-09,Exit / Decommission,3056.62,3084.97,45,52.2,0.9,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00011707,SYS0007308,2025-02-20,Exit / Decommission,3845.4,3999.72,45,39.6,4.0,Strong,3,Reduced,Compensating controls reduced upgrade urgency.
OUT00011708,SYS0007141,2023-01-25,Exit / Decommission,12990.02,9654.15,45,56.7,-25.7,Good,3,Reduced,Dependency blast radius drove final sequencing.
OUT00011709,SYS0006109,2024-12-05,Exit / Decommission,3687.03,4067.51,45,29.8,10.3,Strong,0,Delayed,Vendor claim was partially valid.
OUT00011710,SYS0004066,2023-01-27,Exit / Decommission,8142.62,9064.67,45,39.8,11.3,Strong,2,Avoided,Integration complexity was underestimated.
OUT00011711,SYS0006013,2023-06-24,Extend Independent Support,62556.96,56929.65,22,20.5,-9.0,Good,5,Delayed,Compensating controls reduced upgrade urgency.
OUT00011712,SYS0006027,2022-11-10,Exit / Decommission,1040.11,1090.89,45,57.9,4.9,Strong,4,Escalated,Compensating controls reduced upgrade urgency.
OUT00011713,SYS0000231,2023-01-20,Exit / Decommission,3675.22,3624.35,45,33.8,-1.4,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00011714,SYS0011384,2025-04-28,Exit / Decommission,10990.41,10823.34,45,43.5,-1.5,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00011715,SYS0001361,2022-08-30,Exit / Decommission,17995.61,22621.06,45,48.3,25.7,Strong,2,Accepted,Dependency blast radius drove final sequencing.
OUT00011716,SYS0010589,2022-06-30,Exit / Decommission,3712.46,3957.07,45,35.8,6.6,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00011717,SYS0005116,2025-01-03,Exit / Decommission,5783.96,5639.32,45,34.6,-2.5,Strong,3,Avoided,Vendor claim was partially valid.
OUT00011718,SYS0004547,2022-05-29,Exit / Decommission,4580.81,4651.07,45,44.5,1.5,Strong,1,Escalated,Dependency blast radius drove final sequencing.
OUT00011719,SYS0009390,2023-08-21,Exit / Decommission,3126.6,2816.09,45,38.6,-9.9,Strong,0,Reduced,Business owner alignment delayed execution.
OUT00011720,SYS0009570,2024-06-05,Exit / Decommission,5402.85,4945.76,45,55.8,-8.5,Strong,0,Escalated,Business owner alignment delayed execution.
OUT00011721,SYS0002958,2024-07-17,Exit / Decommission,1571.86,1753.16,45,44.5,11.5,Strong,0,Escalated,Business owner alignment delayed execution.
OUT00011722,SYS0001645,2025-07-17,Exit / Decommission,9865.33,7214.86,45,34.4,-26.9,Strong,0,Avoided,Business owner alignment delayed execution.
OUT00011723,SYS0003521,2024-07-29,Exit / Decommission,10005.84,9197.41,45,41.8,-8.1,Strong,1,Accepted,Vendor claim was partially valid.
OUT00011724,SYS0008323,2023-08-31,Exit / Decommission,2029.58,2197.68,45,55.0,8.3,Strong,5,Negotiated,Integration complexity was underestimated.
OUT00011725,SYS0004123,2025-05-11,Exit / Decommission,1171.05,747.68,45,34.3,-36.2,Mixed,0,Escalated,Integration complexity was underestimated.
OUT00011726,SYS0001620,2022-04-06,Exit / Decommission,1371.18,1137.1,45,49.9,-17.1,Good,2,Reduced,Compensating controls reduced upgrade urgency.
OUT00011727,SYS0009381,2024-04-19,Exit / Decommission,1163.84,924.48,45,57.7,-20.6,Strong,4,Reduced,Compensating controls reduced upgrade urgency.
OUT00011728,SYS0003468,2023-09-23,Exit / Decommission,3860.52,3927.55,45,50.9,1.7,Strong,0,Reduced,Integration complexity was underestimated.
OUT00011729,SYS0008691,2025-02-25,Exit / Decommission,5717.52,8634.09,45,47.3,51.0,Good,0,Avoided,Business owner alignment delayed execution.
OUT00011730,SYS0006718,2025-11-15,Hybrid Transformation,121119.87,107318.08,34,41.3,-11.4,Strong,4,Reduced,Dependency blast radius drove final sequencing.
OUT00011731,SYS0006377,2026-02-07,Exit / Decommission,3087.34,2969.12,45,44.5,-3.8,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011732,SYS0006754,2024-07-14,Exit / Decommission,615.21,769.2,45,44.5,25.0,Strong,5,Reduced,Compensating controls reduced upgrade urgency.
OUT00011733,SYS0011924,2025-08-16,Exit / Decommission,8571.07,6846.87,45,42.5,-20.1,Strong,3,Accepted,Dependency blast radius drove final sequencing.
OUT00011734,SYS0005132,2022-09-11,Exit / Decommission,10713.99,12599.61,45,63.7,17.6,Strong,7,Reduced,Vendor claim was partially valid.
OUT00011735,SYS0005279,2025-02-27,Exit / Decommission,12240.09,11725.24,45,50.6,-4.2,Strong,0,Avoided,Vendor claim was partially valid.
OUT00011736,SYS0010651,2022-11-13,Exit / Decommission,2940.48,2912.76,45,40.5,-0.9,Strong,3,Delayed,Business owner alignment delayed execution.
OUT00011737,SYS0011335,2025-11-24,Exit / Decommission,3885.29,5358.9,45,40.3,37.9,Good,2,Reduced,Business owner alignment delayed execution.
OUT00011738,SYS0010381,2023-07-28,Exit / Decommission,4130.16,3523.2,45,45.3,-14.7,Strong,4,Negotiated,Compensating controls reduced upgrade urgency.
OUT00011739,SYS0000792,2024-02-28,Exit / Decommission,4477.22,5367.92,45,45.2,19.9,Good,0,Delayed,Integration complexity was underestimated.
OUT00011740,SYS0002398,2025-12-06,Exit / Decommission,7562.85,8875.16,45,43.8,17.4,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00011741,SYS0005432,2022-01-26,Exit / Decommission,6066.22,4753.43,45,52.0,-21.6,Strong,5,Accepted,Integration complexity was underestimated.
OUT00011742,SYS0009617,2023-11-14,Exit / Decommission,19827.3,17604.73,45,48.8,-11.2,Strong,6,Negotiated,Entitlement evidence improved negotiation position.
OUT00011743,SYS0009937,2023-10-09,Exit / Decommission,3511.18,3395.3,45,42.1,-3.3,Strong,6,Negotiated,Dependency blast radius drove final sequencing.
OUT00011744,SYS0009385,2025-12-18,Exit / Decommission,2093.18,1627.91,45,45.8,-22.2,Strong,1,Reduced,Compensating controls reduced upgrade urgency.
OUT00011745,SYS0006223,2024-07-23,Exit / Decommission,8962.57,10669.31,45,44.6,19.0,Good,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011746,SYS0011014,2023-01-02,Exit / Decommission,14086.28,14990.62,45,50.0,6.4,Strong,0,Accepted,Vendor claim was partially valid.
OUT00011747,SYS0001575,2022-08-17,Exit / Decommission,640.19,738.54,45,46.7,15.4,Strong,2,Escalated,Business owner alignment delayed execution.
OUT00011748,SYS0011025,2025-03-28,Exit / Decommission,8076.84,5894.42,45,39.7,-27.0,Good,7,Negotiated,Business owner alignment delayed execution.
OUT00011749,SYS0001115,2025-11-26,Exit / Decommission,4423.87,5581.15,45,49.1,26.2,Good,4,Delayed,Vendor claim was partially valid.
OUT00011750,SYS0008839,2023-05-16,Exit / Decommission,18435.15,18298.9,45,47.4,-0.7,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00011751,SYS0001243,2024-03-08,Exit / Decommission,6326.66,6247.27,45,49.9,-1.3,Strong,0,Delayed,Integration complexity was underestimated.
OUT00011752,SYS0009741,2024-04-16,Extend Independent Support,47514.25,42754.39,22,17.4,-10.0,Good,2,Accepted,Integration complexity was underestimated.
OUT00011753,SYS0004672,2026-04-07,Exit / Decommission,391.28,642.09,45,57.4,64.1,Mixed,4,Escalated,Integration complexity was underestimated.
OUT00011754,SYS0009616,2024-10-17,Extend Independent Support,109400.77,159654.0,22,16.1,45.9,Good,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011755,SYS0008874,2024-07-05,Exit / Decommission,7926.2,7297.64,45,35.3,-7.9,Strong,0,Reduced,Integration complexity was underestimated.
OUT00011756,SYS0008341,2024-12-25,Exit / Decommission,9582.15,8568.46,45,46.7,-10.6,Strong,0,Delayed,Dependency blast radius drove final sequencing.
OUT00011757,SYS0011322,2024-05-10,Exit / Decommission,1208.12,842.28,45,32.8,-30.3,Good,0,Avoided,Vendor claim was partially valid.
OUT00011758,SYS0000669,2024-06-28,Exit / Decommission,2426.43,3177.52,45,51.9,31.0,Good,0,Accepted,Integration complexity was underestimated.
OUT00011759,SYS0010014,2026-01-22,Extend Independent Support,92345.03,98673.05,22,15.2,6.9,Good,3,Reduced,Vendor claim was partially valid.
OUT00011760,SYS0004238,2024-03-02,Exit / Decommission,3469.29,3751.5,45,47.2,8.1,Strong,2,Avoided,Dependency blast radius drove final sequencing.
OUT00011761,SYS0010737,2026-06-30,Exit / Decommission,1535.13,2276.43,45,46.2,48.3,Good,13,Delayed,Integration complexity was underestimated.
OUT00011762,SYS0011173,2026-03-30,Exit / Decommission,1436.83,1773.69,45,40.5,23.4,Good,1,Accepted,Dependency blast radius drove final sequencing.
OUT00011763,SYS0005847,2024-07-27,Exit / Decommission,11516.47,6654.65,45,45.9,-42.2,Good,7,Delayed,Integration complexity was underestimated.
OUT00011764,SYS0005103,2022-01-06,Exit / Decommission,1776.12,2134.07,45,41.1,20.2,Strong,0,Reduced,Integration complexity was underestimated.
OUT00011765,SYS0006188,2025-09-03,Exit / Decommission,671.48,689.16,45,41.7,2.6,Strong,7,Reduced,Compensating controls reduced upgrade urgency.
OUT00011766,SYS0007807,2023-06-25,Exit / Decommission,5672.35,4817.64,45,51.5,-15.1,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00011767,SYS0010235,2022-08-06,Exit / Decommission,4489.0,5236.99,45,36.9,16.7,Good,8,Negotiated,Dependency blast radius drove final sequencing.
OUT00011768,SYS0010017,2023-12-28,Exit / Decommission,5919.92,4767.12,45,21.3,-19.5,Good,2,Reduced,Vendor claim was partially valid.
OUT00011769,SYS0001070,2025-01-31,Exit / Decommission,11335.45,12009.52,45,51.3,5.9,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00011770,SYS0001725,2022-08-18,Exit / Decommission,8202.87,8872.47,45,32.2,8.2,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011771,SYS0003735,2022-07-12,Extend Independent Support,55749.56,50652.86,22,13.3,-9.1,Strong,2,Delayed,Vendor claim was partially valid.
OUT00011772,SYS0001824,2023-11-14,Exit / Decommission,21273.96,19424.93,45,46.1,-8.7,Strong,2,Reduced,Compensating controls reduced upgrade urgency.
OUT00011773,SYS0010869,2024-05-14,Exit / Decommission,7609.21,8094.6,45,47.4,6.4,Strong,5,Negotiated,Vendor claim was partially valid.
OUT00011774,SYS0006600,2025-08-10,Exit / Decommission,4709.32,3663.82,45,33.6,-22.2,Strong,3,Accepted,Integration complexity was underestimated.
OUT00011775,SYS0002845,2025-12-11,Exit / Decommission,227.09,203.6,45,41.9,-10.3,Strong,3,Delayed,Vendor claim was partially valid.
OUT00011776,SYS0005055,2022-03-18,Exit / Decommission,436.67,344.63,45,51.2,-21.1,Good,1,Accepted,Integration complexity was underestimated.
OUT00011777,SYS0005425,2023-02-04,Exit / Decommission,2277.0,2518.85,45,43.0,10.6,Strong,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00011778,SYS0003371,2022-09-24,Exit / Decommission,2206.26,1559.45,45,38.8,-29.3,Good,4,Reduced,Entitlement evidence improved negotiation position.
OUT00011779,SYS0010719,2023-04-23,Exit / Decommission,3368.8,3711.19,45,46.3,10.2,Strong,3,Escalated,Vendor claim was partially valid.
OUT00011780,SYS0007542,2025-02-09,Exit / Decommission,1025.33,955.19,45,35.7,-6.8,Good,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011781,SYS0005404,2024-12-18,Exit / Decommission,1560.28,1468.61,45,40.7,-5.9,Strong,0,Accepted,Integration complexity was underestimated.
OUT00011782,SYS0001338,2026-05-21,Exit / Decommission,394.11,325.15,45,32.5,-17.5,Strong,5,Escalated,Entitlement evidence improved negotiation position.
OUT00011783,SYS0005953,2025-01-23,Exit / Decommission,3453.53,2186.28,45,47.6,-36.7,Good,6,Negotiated,Entitlement evidence improved negotiation position.
OUT00011784,SYS0011502,2023-02-09,Exit / Decommission,14259.82,12141.46,45,54.5,-14.9,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011785,SYS0004068,2026-01-03,Exit / Decommission,4892.75,6134.83,45,44.1,25.4,Strong,6,Negotiated,Dependency blast radius drove final sequencing.
OUT00011786,SYS0001642,2022-05-22,Exit / Decommission,2059.02,1572.86,45,35.7,-23.6,Good,7,Reduced,Vendor claim was partially valid.
OUT00011787,SYS0008897,2025-08-10,Exit / Decommission,470.67,641.29,45,57.2,36.3,Good,6,Avoided,Compensating controls reduced upgrade urgency.
OUT00011788,SYS0005705,2022-06-18,Exit / Decommission,1825.53,2834.06,45,32.0,55.2,Mixed,4,Escalated,Entitlement evidence improved negotiation position.
OUT00011789,SYS0005424,2022-12-13,Exit / Decommission,4165.63,4925.61,45,60.3,18.2,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00011790,SYS0002983,2022-01-11,Exit / Decommission,1615.43,1696.42,45,36.1,5.0,Strong,7,Delayed,Dependency blast radius drove final sequencing.
OUT00011791,SYS0001300,2023-12-08,Exit / Decommission,5164.11,4078.89,45,52.7,-21.0,Strong,1,Avoided,Business owner alignment delayed execution.
OUT00011792,SYS0010876,2026-06-10,Exit / Decommission,11196.49,11164.97,45,36.9,-0.3,Strong,10,Negotiated,Vendor claim was partially valid.
OUT00011793,SYS0002424,2025-01-16,Exit / Decommission,6433.76,7358.92,45,46.6,14.4,Strong,4,Delayed,Business owner alignment delayed execution.
OUT00011794,SYS0002299,2026-05-14,Exit / Decommission,2438.09,2436.54,45,55.2,-0.1,Strong,2,Escalated,Compensating controls reduced upgrade urgency.
OUT00011795,SYS0001750,2025-02-18,Exit / Decommission,422.13,546.66,45,40.7,29.5,Strong,5,Negotiated,Compensating controls reduced upgrade urgency.
OUT00011796,SYS0002407,2025-01-14,Exit / Decommission,34428.84,37714.77,45,44.7,9.5,Strong,2,Delayed,Entitlement evidence improved negotiation position.
OUT00011797,SYS0000587,2026-06-12,Exit / Decommission,732.41,708.94,45,42.5,-3.2,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00011798,SYS0003651,2025-10-15,Exit / Decommission,1453.07,2364.63,45,37.8,62.7,Mixed,7,Accepted,Entitlement evidence improved negotiation position.
OUT00011799,SYS0001127,2025-04-23,Exit / Decommission,6832.76,7522.77,45,44.9,10.1,Strong,5,Delayed,Integration complexity was underestimated.
OUT00011800,SYS0010759,2025-10-06,Exit / Decommission,343.05,311.28,45,39.0,-9.3,Strong,7,Delayed,Vendor claim was partially valid.
OUT00011801,SYS0001463,2025-10-27,Exit / Decommission,4441.49,4316.97,45,22.2,-2.8,Good,5,Escalated,Entitlement evidence improved negotiation position.
OUT00011802,SYS0003383,2025-06-11,Exit / Decommission,1984.51,1430.29,45,47.1,-27.9,Good,1,Reduced,Entitlement evidence improved negotiation position.
OUT00011803,SYS0003412,2025-08-13,Exit / Decommission,5979.98,6168.59,45,48.7,3.2,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00011804,SYS0011588,2026-05-04,Exit / Decommission,2696.48,2428.63,45,65.1,-9.9,Strong,8,Delayed,Dependency blast radius drove final sequencing.
OUT00011805,SYS0006951,2024-01-11,Exit / Decommission,7306.47,7602.1,45,61.5,4.0,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00011806,SYS0001342,2022-11-15,Exit / Decommission,40639.19,48119.27,45,43.0,18.4,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011807,SYS0010843,2025-12-07,Hybrid Transformation,39570.89,46201.11,34,39.9,16.8,Strong,8,Escalated,Integration complexity was underestimated.
OUT00011808,SYS0004924,2024-10-16,Exit / Decommission,11919.35,13833.7,45,57.0,16.1,Strong,0,Delayed,Business owner alignment delayed execution.
OUT00011809,SYS0004277,2025-07-10,Exit / Decommission,603.49,911.96,45,53.7,51.1,Strong,1,Accepted,Dependency blast radius drove final sequencing.
OUT00011810,SYS0011119,2026-06-25,Exit / Decommission,2054.77,2431.77,45,52.5,18.3,Strong,7,Accepted,Compensating controls reduced upgrade urgency.
OUT00011811,SYS0001929,2024-04-25,Exit / Decommission,1738.17,1860.01,45,40.4,7.0,Strong,7,Reduced,Compensating controls reduced upgrade urgency.
OUT00011812,SYS0003862,2026-05-27,Exit / Decommission,584.79,368.82,45,42.7,-36.9,Good,0,Accepted,Integration complexity was underestimated.
OUT00011813,SYS0002631,2023-03-27,Exit / Decommission,3948.8,3243.89,45,47.8,-17.9,Good,2,Reduced,Entitlement evidence improved negotiation position.
OUT00011814,SYS0009302,2026-02-07,Exit / Decommission,1855.3,2468.31,45,48.7,33.0,Good,3,Escalated,Integration complexity was underestimated.
OUT00011815,SYS0007219,2022-07-03,Exit / Decommission,1928.37,1717.3,45,44.6,-10.9,Strong,3,Accepted,Dependency blast radius drove final sequencing.
OUT00011816,SYS0010356,2023-11-09,Exit / Decommission,1374.59,1228.7,45,47.8,-10.6,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00011817,SYS0009580,2023-06-02,Exit / Decommission,2843.37,2440.36,45,35.1,-14.2,Strong,1,Accepted,Business owner alignment delayed execution.
OUT00011818,SYS0004161,2023-03-11,Exit / Decommission,7146.97,6903.73,45,50.0,-3.4,Strong,8,Reduced,Dependency blast radius drove final sequencing.
OUT00011819,SYS0001276,2025-11-18,Exit / Decommission,2827.86,3960.53,45,60.9,40.1,Good,3,Delayed,Entitlement evidence improved negotiation position.
OUT00011820,SYS0005938,2026-06-23,Exit / Decommission,419.82,430.96,45,49.0,2.7,Strong,6,Delayed,Compensating controls reduced upgrade urgency.
OUT00011821,SYS0001979,2025-12-13,Exit / Decommission,1419.81,1410.08,45,37.6,-0.7,Strong,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00011822,SYS0010310,2025-07-26,Exit / Decommission,2366.26,3023.34,45,46.2,27.8,Good,2,Accepted,Dependency blast radius drove final sequencing.
OUT00011823,SYS0009668,2022-05-17,Exit / Decommission,3499.99,4002.38,45,66.4,14.4,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00011824,SYS0002641,2022-12-13,Exit / Decommission,5572.62,4224.57,45,37.7,-24.2,Good,0,Reduced,Business owner alignment delayed execution.
OUT00011825,SYS0008140,2023-06-04,Exit / Decommission,2159.72,2037.42,45,46.8,-5.7,Strong,0,Accepted,Business owner alignment delayed execution.
OUT00011826,SYS0008403,2023-12-03,Exit / Decommission,964.76,962.61,45,55.5,-0.2,Strong,4,Accepted,Vendor claim was partially valid.
OUT00011827,SYS0004735,2022-02-22,Exit / Decommission,4907.91,6455.97,45,48.3,31.5,Strong,1,Reduced,Business owner alignment delayed execution.
OUT00011828,SYS0005963,2025-11-04,Exit / Decommission,1798.58,1272.15,45,41.4,-29.3,Good,9,Delayed,Compensating controls reduced upgrade urgency.
OUT00011829,SYS0006199,2023-03-01,Exit / Decommission,3903.88,3134.2,45,38.7,-19.7,Strong,1,Accepted,Integration complexity was underestimated.
OUT00011830,SYS0002074,2026-01-25,Exit / Decommission,6490.81,5163.05,45,30.3,-20.5,Mixed,3,Accepted,Vendor claim was partially valid.
OUT00011831,SYS0002975,2022-01-31,Exit / Decommission,10485.16,8511.15,45,52.1,-18.8,Strong,3,Accepted,Entitlement evidence improved negotiation position.
OUT00011832,SYS0006696,2022-08-18,Exit / Decommission,8840.19,10758.92,45,43.2,21.7,Strong,0,Delayed,Business owner alignment delayed execution.
OUT00011833,SYS0011738,2024-02-12,Exit / Decommission,4884.22,5681.39,45,45.6,16.3,Strong,0,Escalated,Vendor claim was partially valid.
OUT00011834,SYS0001471,2024-10-24,Exit / Decommission,1333.13,1168.88,45,51.6,-12.3,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00011835,SYS0002271,2023-01-06,Exit / Decommission,1178.04,1102.97,45,54.8,-6.4,Strong,9,Negotiated,Vendor claim was partially valid.
