application_id,system_id,application_name,application_category,architecture_pattern,primary_language,deployment_model,user_count,transaction_volume_daily,revenue_dependency_eur,business_owner,technical_owner,release_frequency,documentation_quality
APP0001539,SYS0005690,SUP-FILENET-05690 App,ERP Module,Batch,Python,Hybrid,69,33672,7896572.28,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.796
APP0001540,SYS0005691,M&A-COGNOS-05691 App,Workflow,Batch,JavaScript,Hybrid,6600,4058,624280.46,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.565
APP0001541,SYS0005695,FIN-TIVOLI-05695 App,Workflow,SOA,Mixed,Hybrid,1023,1981,5641601.37,Business Owner - Finance,Finance Platform Team,Monthly,0.773
APP0001542,SYS0005701,SEC-LEGACY-05701 App,Data Platform,Monolith,C#,VM,1328,350493,25116832.55,Business Owner - Security,Security Platform Team,Monthly,0.476
APP0001543,SYS0005702,RIS-S4HANA-05702 App,Risk Engine,Batch,Mixed,Hybrid,236,16289,5896576.97,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.84
APP0001544,SYS0005706,DAT-COGNOS-05706 App,Risk Engine,Monolith,Go,Hybrid,291,7591,135354458.23,Business Owner - Data & Analytics,Data & Analytics Platform Team,Quarterly,0.454
APP0001545,SYS0005707,FIN-COGNOS-05707 App,AI-Native,Batch,JavaScript,Managed PaaS,377,4861,5086149.98,Business Owner - Finance,Finance Platform Team,Weekly,0.381
APP0001546,SYS0005708,DIG-ECC-05708 App,ERP Module,Monolith,COBOL,Managed PaaS,4789,20342,6867870.72,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.696
APP0001547,SYS0005709,MAN-TIVOLI-05709 App,ERP Module,Microservices,COBOL,VM,1305,17374,27948423.72,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.674
APP0001548,SYS0005711,DIG-S4HANA-05711 App,Core Processing,Microservices,Python,Hybrid,3485,19025,27088479.96,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.653
APP0001549,SYS0005714,LEG-ECC-05714 App,API Service,Mainframe-linked,ABAP,Managed PaaS,663,431584,3601190.98,Business Owner - Legal,Legal Platform Team,Quarterly,0.394
APP0001550,SYS0005718,RIS-TIVOLI-05718 App,Customer Portal,AI-agentic workflow,Java,VM,272,21969,4223880.93,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.766
APP0001551,SYS0005719,MAN-S4HANA-05719 App,Reporting,Microservices,Java,Kubernetes,7695,8240,6014324.94,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.394
APP0001552,SYS0005723,FIN-AI-NATIVE-05723 App,Workflow,SOA,Mixed,Managed PaaS,4060,32618,7290087.5,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.531
APP0001553,SYS0005724,DAT-AI-NATIVE-05724 App,Workflow,Microservices,C#,VM,1458,12357,5086547.4,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.366
APP0001554,SYS0005725,SEC-ECC-05725 App,Batch,Monolith,C#,Kubernetes,1765,10651,2882454.45,Business Owner - Security,Security Platform Team,Semi-Annual,0.35
APP0001555,SYS0005730,HR-BUSINESSOBJECTS-05730 App,API Service,Event-driven,PL/SQL,VM,4436,6832,5884978.13,Business Owner - HR,HR Platform Team,Monthly,0.339
APP0001556,SYS0005735,WEA-TIVOLI-05735 App,Reporting,Monolith,Python,Kubernetes,140,2327,7768450.36,Business Owner - Wealth,Wealth Platform Team,Weekly,0.757
APP0001557,SYS0005736,LEG-S4HANA-05736 App,Data Platform,Microservices,Java,Hybrid,823,52065,12036013.47,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.201
APP0001558,SYS0005739,RET-COGNOS-05739 App,Core Processing,3-tier,Python,Kubernetes,1778,128030,3766986.93,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.609
APP0001559,SYS0005743,LEG-COGNOS-05743 App,Batch,SOA,Python,VM,2792,2581,3251765.64,Business Owner - Legal,Legal Platform Team,Monthly,0.524
APP0001560,SYS0005746,DAT-LEGACY-05746 App,Data Platform,Microservices,Java,Hybrid,597,2881,12195319.76,Business Owner - Data & Analytics,Data & Analytics Platform Team,Monthly,0.468
APP0001561,SYS0005753,DIG-COGNOS-05753 App,ERP Module,3-tier,JavaScript,Managed PaaS,518,1952,1368296.69,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.651
APP0001562,SYS0005754,COM-S4HANA-05754 App,Core Processing,3-tier,Python,VM,180,12183,4939316.33,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.582
APP0001563,SYS0005762,HR-S4HANA-05762 App,Risk Engine,Batch,PL/SQL,Managed PaaS,596,113326,7077283.55,Business Owner - HR,HR Platform Team,Weekly,0.697
APP0001564,SYS0005763,LEG-ECC-05763 App,Customer Portal,Event-driven,Java,Bare Metal,2111,7876,25512037.03,Business Owner - Legal,Legal Platform Team,Monthly,0.602
APP0001565,SYS0005764,INF-COGNOS-05764 App,Customer Portal,Batch,COBOL,Bare Metal,389,72518,23964224.74,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.578
APP0001566,SYS0005766,RIS-LEGACY-05766 App,Risk Engine,Event-driven,C#,VM,1046,9808,36452421.08,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.394
APP0001567,SYS0005770,MAN-TIVOLI-05770 App,Data Platform,Microservices,Python,Kubernetes,3838,90486,953100.27,Business Owner - Manufacturing,Manufacturing Platform Team,Ad-hoc,0.409
APP0001568,SYS0005777,LEG-ECC-05777 App,Batch,3-tier,PL/SQL,Hybrid,4505,10318,6450127.97,Business Owner - Legal,Legal Platform Team,Weekly,0.676
APP0001569,SYS0005778,SUP-LEGACY-05778 App,Risk Engine,Batch,C#,Bare Metal,2632,92028,8335640.92,Business Owner - Supply Chain,Supply Chain Platform Team,Ad-hoc,0.643
APP0001570,SYS0005779,SEC-ECC-05779 App,Customer Portal,Microservices,Python,VM,402,515,42931267.08,Business Owner - Security,Security Platform Team,Quarterly,0.662
APP0001571,SYS0005788,SUP-COGNOS-05788 App,Workflow,Monolith,C#,Managed PaaS,2167,17044,8304654.39,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.454
APP0001572,SYS0005796,HR-BUSINESSOBJECTS-05796 App,Batch,3-tier,Java,VM,4297,12067,13830020.15,Business Owner - HR,HR Platform Team,Quarterly,0.71
APP0001573,SYS0005799,WEA-CA-05799 App,Core Processing,Monolith,Java,VM,1939,4790,6173136.28,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.566
APP0001574,SYS0005800,CUS-AI-NATIVE-05800 App,Workflow,3-tier,COBOL,VM,343,13741,19888224.51,Business Owner - Customer Operations,Customer Operations Platform Team,Ad-hoc,0.302
APP0001575,SYS0005801,SUP-COGNOS-05801 App,Customer Portal,Event-driven,Java,VM,3092,7166,11357431.5,Business Owner - Supply Chain,Supply Chain Platform Team,Ad-hoc,0.689
APP0001576,SYS0005805,HR-LEGACY-05805 App,Risk Engine,Microservices,Java,Kubernetes,6723,5187,168086848.82,Business Owner - HR,HR Platform Team,Ad-hoc,0.691
APP0001577,SYS0005806,MAN-AI-NATIVE-05806 App,Reporting,3-tier,Java,VM,6608,11053,15191055.99,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.732
APP0001578,SYS0005809,FIN-S4HANA-05809 App,Customer Portal,Monolith,Java,Kubernetes,3268,6259,3367057.39,Business Owner - Finance,Finance Platform Team,Quarterly,0.464
APP0001579,SYS0005811,WEA-ECC-05811 App,AI-Native,Batch,Python,Bare Metal,189,30055,6474192.93,Business Owner - Wealth,Wealth Platform Team,Weekly,0.49
APP0001580,SYS0005812,DIG-LEGACY-05812 App,Customer Portal,Mainframe-linked,ABAP,VM,328,168366,10939958.73,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.492
APP0001581,SYS0005825,SEC-LEGACY-05825 App,Core Processing,Monolith,COBOL,VM,2404,4047,2682073.44,Business Owner - Security,Security Platform Team,Semi-Annual,0.287
APP0001582,SYS0005826,RIS-AI-NATIVE-05826 App,Reporting,Mainframe-linked,JavaScript,Kubernetes,560,3878,1417217.08,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.616
APP0001583,SYS0005827,WEA-S4HANA-05827 App,Data Platform,SOA,Mixed,Hybrid,2296,1671,12797031.62,Business Owner - Wealth,Wealth Platform Team,Weekly,0.134
APP0001584,SYS0005835,INS-BUSINESSOBJECTS-05835 App,Core Processing,Microservices,Go,VM,292,195189,32153416.78,Business Owner - Insurance,Insurance Platform Team,Monthly,0.687
APP0001585,SYS0005836,SUP-AI-NATIVE-05836 App,AI-Native,SOA,Java,VM,285,19593,17126182.49,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.414
APP0001586,SYS0005837,M&A-FILENET-05837 App,Risk Engine,3-tier,C#,VM,201,5750,4504670.9,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.265
APP0001587,SYS0005838,RIS-AI-NATIVE-05838 App,Data Platform,Monolith,JavaScript,VM,88,3203,843229.29,Business Owner - Risk,Risk Platform Team,Monthly,0.445
APP0001588,SYS0005841,M&A-AI-NATIVE-05841 App,ERP Module,Microservices,Java,Hybrid,1219,68331,3120078.47,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.916
APP0001589,SYS0005849,WEA-COGNOS-05849 App,AI-Native,Monolith,Java,Managed PaaS,1708,49471,16919492.11,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.684
APP0001590,SYS0005851,INF-ECC-05851 App,Risk Engine,3-tier,C#,Kubernetes,389,11119,7623674.22,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.593
APP0001591,SYS0005852,COM-COGNOS-05852 App,Risk Engine,SOA,C#,Managed PaaS,2003,35365,43937950.5,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.753
APP0001592,SYS0005855,INF-AI-NATIVE-05855 App,Risk Engine,3-tier,PL/SQL,VM,6641,106376,8044433.51,Business Owner - Infrastructure,Infrastructure Platform Team,Ad-hoc,0.392
APP0001593,SYS0005858,LEG-ECC-05858 App,Workflow,SOA,Mixed,Hybrid,2226,6540,12212450.93,Business Owner - Legal,Legal Platform Team,Semi-Annual,0.526
APP0001594,SYS0005863,DIG-ECC-05863 App,AI-Native,Microservices,C#,Hybrid,528,4928,10177565.76,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.311
APP0001595,SYS0005864,SEC-TIVOLI-05864 App,Customer Portal,Monolith,C#,Bare Metal,400,19287,13566669.06,Business Owner - Security,Security Platform Team,Semi-Annual,0.824
APP0001596,SYS0005867,DIG-CA-05867 App,Customer Portal,Event-driven,Go,Kubernetes,3378,53939,9657725.33,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.478
APP0001597,SYS0005869,SUP-S4HANA-05869 App,Customer Portal,Event-driven,C#,Kubernetes,457,2493,3815982.61,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.577
APP0001598,SYS0005870,HR-ECC-05870 App,API Service,Microservices,PL/SQL,Kubernetes,1033,10050,36545222.65,Business Owner - HR,HR Platform Team,Ad-hoc,0.305
APP0001599,SYS0005873,M&A-LEGACY-05873 App,AI-Native,Microservices,JavaScript,VM,226,2267,6894031.58,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.254
APP0001600,SYS0005879,SEC-ECC-05879 App,Customer Portal,Batch,Python,Hybrid,2536,119453,3156744.12,Business Owner - Security,Security Platform Team,Ad-hoc,0.611
APP0001601,SYS0005881,INF-ECC-05881 App,Data Platform,Microservices,Java,Hybrid,1802,1254,26609019.12,Business Owner - Infrastructure,Infrastructure Platform Team,Ad-hoc,0.65
APP0001602,SYS0005882,INF-FILENET-05882 App,Batch,SOA,Mixed,VM,1652,6717,3629060.22,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.622
APP0001603,SYS0005883,MAN-S4HANA-05883 App,Risk Engine,Monolith,ABAP,Kubernetes,85,9821,6331859.65,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.397
APP0001604,SYS0005890,RIS-ECC-05890 App,AI-Native,Batch,C#,VM,25716,11788,10142351.56,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.623
APP0001605,SYS0005893,INS-AI-NATIVE-05893 App,Data Platform,3-tier,Java,Mainframe,3468,2866,8807717.52,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.636
APP0001606,SYS0005894,MAN-LEGACY-05894 App,Workflow,Monolith,ABAP,Hybrid,1040,49388,3794375.58,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.745
APP0001607,SYS0005896,INF-FILENET-05896 App,Core Processing,Microservices,PL/SQL,Kubernetes,2115,103401,5220491.07,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.209
APP0001608,SYS0005897,MAN-COGNOS-05897 App,Customer Portal,Microservices,Java,Hybrid,713,4350,8142423.98,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.518
APP0001609,SYS0005904,INF-LEGACY-05904 App,Core Processing,AI-agentic workflow,Python,Mainframe,698,22949,15744921.32,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.419
APP0001610,SYS0005906,DAT-S4HANA-05906 App,Batch,Microservices,Mixed,Hybrid,1686,8507,128330427.09,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.704
APP0001611,SYS0005907,CUS-ECC-05907 App,Risk Engine,3-tier,ABAP,Hybrid,1593,603,1308793.99,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.509
APP0001612,SYS0005908,M&A-AI-NATIVE-05908 App,AI-Native,Batch,PL/SQL,Bare Metal,981,57051,52192595.43,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.508
APP0001613,SYS0005910,RIS-S4HANA-05910 App,ERP Module,3-tier,PL/SQL,VM,1791,9315,5300942.67,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.518
APP0001614,SYS0005922,M&A-LEGACY-05922 App,Batch,SOA,PL/SQL,Kubernetes,1048,1511,1620313.14,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.464
APP0001615,SYS0005924,INS-BUSINESSOBJECTS-05924 App,Data Platform,3-tier,Mixed,Kubernetes,279,37225,19026539.98,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.402
APP0001616,SYS0005934,LEG-TIVOLI-05934 App,Risk Engine,Monolith,Java,VM,190,4661,10050173.46,Business Owner - Legal,Legal Platform Team,Quarterly,0.173
APP0001617,SYS0005937,DAT-ECC-05937 App,AI-Native,Event-driven,ABAP,Bare Metal,2094,4345,9800869.74,Business Owner - Data & Analytics,Data & Analytics Platform Team,Ad-hoc,0.868
APP0001618,SYS0005941,DIG-TIVOLI-05941 App,Risk Engine,Monolith,Java,VM,410,2775,2901064.95,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.588
APP0001619,SYS0005944,COM-ECC-05944 App,Data Platform,3-tier,Java,Mainframe,706,43575,11717785.65,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.852
APP0001620,SYS0005945,INF-S4HANA-05945 App,Core Processing,Monolith,ABAP,Bare Metal,391,11240,12445719.2,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.529
APP0001621,SYS0005950,MAN-FILENET-05950 App,Workflow,SOA,C#,Managed PaaS,1028,29752,2501900.02,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.52
APP0001622,SYS0005954,SUP-COGNOS-05954 App,Data Platform,Monolith,C#,Kubernetes,4492,21673,5127432.11,Business Owner - Supply Chain,Supply Chain Platform Team,Ad-hoc,0.734
APP0001623,SYS0005956,COM-COGNOS-05956 App,Workflow,SOA,JavaScript,Managed PaaS,428,5883,18126034.48,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.753
APP0001624,SYS0005960,CUS-LEGACY-05960 App,Customer Portal,Microservices,Java,Mainframe,870,1046,13334040.6,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.858
APP0001625,SYS0005962,SEC-S4HANA-05962 App,ERP Module,Event-driven,Python,VM,3542,14149,544050.3,Business Owner - Security,Security Platform Team,Quarterly,0.671
APP0001626,SYS0005965,DIG-ECC-05965 App,API Service,Microservices,Java,Managed PaaS,2610,74191,6157930.3,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.75
APP0001627,SYS0005974,FIN-S4HANA-05974 App,Batch,Monolith,Mixed,Managed PaaS,16796,11272,10320944.65,Business Owner - Finance,Finance Platform Team,Quarterly,0.494
APP0001628,SYS0005979,SEC-FILENET-05979 App,ERP Module,Monolith,Java,Managed PaaS,3668,9262,2360156.75,Business Owner - Security,Security Platform Team,Weekly,0.637
APP0001629,SYS0005982,MAN-S4HANA-05982 App,Customer Portal,Microservices,Python,Hybrid,659,6932,4234958.87,Business Owner - Manufacturing,Manufacturing Platform Team,Semi-Annual,0.739
APP0001630,SYS0005987,MAN-CA-05987 App,Core Processing,SOA,PL/SQL,Kubernetes,373,27537,6042333.08,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.52
APP0001631,SYS0005990,SUP-COGNOS-05990 App,AI-Native,SOA,Mixed,Hybrid,926,13587,96492731.31,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.842
APP0001632,SYS0005993,LEG-BUSINESSOBJECTS-05993 App,Customer Portal,Monolith,Java,Hybrid,3996,14024,540546.47,Business Owner - Legal,Legal Platform Team,Monthly,0.355
APP0001633,SYS0005997,FIN-ECC-05997 App,ERP Module,3-tier,JavaScript,Hybrid,1386,809,17837501.65,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.464
APP0001634,SYS0005999,MAN-COGNOS-05999 App,Workflow,SOA,C#,VM,2768,1249,59166515.57,Business Owner - Manufacturing,Manufacturing Platform Team,Ad-hoc,0.8
APP0001635,SYS0006006,SEC-COGNOS-06006 App,Core Processing,SOA,ABAP,VM,388,61827,3993256.13,Business Owner - Security,Security Platform Team,Quarterly,0.569
APP0001636,SYS0006007,FIN-TIVOLI-06007 App,Batch,Event-driven,Java,Bare Metal,6725,39282,13867766.91,Business Owner - Finance,Finance Platform Team,Monthly,0.574
APP0001637,SYS0006009,DIG-COGNOS-06009 App,Customer Portal,Monolith,C#,VM,2057,55038,86314136.04,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.408
APP0001638,SYS0006021,SEC-ECC-06021 App,Customer Portal,3-tier,Java,Kubernetes,840,5448,1376613.79,Business Owner - Security,Security Platform Team,Weekly,0.544
APP0001639,SYS0006026,COM-LEGACY-06026 App,Customer Portal,Mainframe-linked,C#,Bare Metal,4331,23940,10069878.6,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.642
APP0001640,SYS0006032,SUP-S4HANA-06032 App,Data Platform,3-tier,COBOL,Bare Metal,981,139019,3244768.01,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.52
APP0001641,SYS0006034,HR-ECC-06034 App,Reporting,Microservices,Java,Managed PaaS,2166,8488,1619928.13,Business Owner - HR,HR Platform Team,Weekly,0.408
APP0001642,SYS0006037,PAY-TIVOLI-06037 App,Customer Portal,Monolith,COBOL,Mainframe,4162,4408,4532322.4,Business Owner - Payments,Payments Platform Team,Quarterly,0.401
APP0001643,SYS0006039,MAN-COGNOS-06039 App,Core Processing,Monolith,Mixed,VM,1090,50423,757096.23,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.869
APP0001644,SYS0006041,WEA-ECC-06041 App,Batch,3-tier,C#,Kubernetes,7681,1133,30306715.13,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.658
APP0001645,SYS0006043,RIS-S4HANA-06043 App,AI-Native,3-tier,Go,VM,182,6903,3909370.13,Business Owner - Risk,Risk Platform Team,Monthly,0.509
APP0001646,SYS0006044,PAY-AI-NATIVE-06044 App,Risk Engine,Mainframe-linked,Python,Bare Metal,357,23621,21570150.75,Business Owner - Payments,Payments Platform Team,Monthly,0.371
APP0001647,SYS0006046,M&A-COGNOS-06046 App,Workflow,SOA,Go,VM,1484,79704,1102543.06,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.501
APP0001648,SYS0006048,INS-FILENET-06048 App,Workflow,3-tier,Java,Kubernetes,353,2805,11051786.76,Business Owner - Insurance,Insurance Platform Team,Monthly,0.491
APP0001649,SYS0006053,INS-ECC-06053 App,ERP Module,Batch,Java,Managed PaaS,2432,7251,314152.57,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.397
APP0001650,SYS0006058,WEA-ECC-06058 App,Data Platform,Monolith,COBOL,Hybrid,1109,14741,161294926.42,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.508
APP0001651,SYS0006063,CUS-S4HANA-06063 App,Data Platform,SOA,Python,VM,258,27811,13595210.86,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.639
APP0001652,SYS0006065,HR-S4HANA-06065 App,Workflow,SOA,Java,Hybrid,1637,4672,8958071.64,Business Owner - HR,HR Platform Team,Semi-Annual,0.719
APP0001653,SYS0006066,DIG-ECC-06066 App,Reporting,SOA,Python,Mainframe,2818,16870,2538558.79,Business Owner - Digital Channels,Digital Channels Platform Team,Semi-Annual,0.494
APP0001654,SYS0006075,PAY-COGNOS-06075 App,Data Platform,Event-driven,Python,VM,11696,11745,3751583.17,Business Owner - Payments,Payments Platform Team,Quarterly,0.435
APP0001655,SYS0006076,INS-LEGACY-06076 App,Reporting,Mainframe-linked,Java,VM,97,11749,11160400.11,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.853
APP0001656,SYS0006079,DAT-LEGACY-06079 App,Workflow,SOA,PL/SQL,Kubernetes,4816,8466,10965056.4,Business Owner - Data & Analytics,Data & Analytics Platform Team,Monthly,0.345
APP0001657,SYS0006082,INF-COGNOS-06082 App,ERP Module,SOA,Go,VM,583,21472,14249950.67,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.724
APP0001658,SYS0006084,DIG-LEGACY-06084 App,Reporting,Mainframe-linked,C#,Kubernetes,9159,1052,18146678.03,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.901
APP0001659,SYS0006090,RET-BUSINESSOBJECTS-06090 App,Workflow,AI-agentic workflow,Mixed,Bare Metal,3454,3765,4197249.48,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.7
APP0001660,SYS0006094,PAY-FILENET-06094 App,Risk Engine,SOA,Mixed,VM,18314,141534,18641064.95,Business Owner - Payments,Payments Platform Team,Weekly,0.672
APP0001661,SYS0006095,SEC-LEGACY-06095 App,Core Processing,Monolith,C#,Hybrid,993,2295,13933752.76,Business Owner - Security,Security Platform Team,Quarterly,0.355
APP0001662,SYS0006104,FIN-TIVOLI-06104 App,Customer Portal,Mainframe-linked,C#,VM,5899,57963,4215099.13,Business Owner - Finance,Finance Platform Team,Quarterly,0.656
APP0001663,SYS0006106,DAT-LEGACY-06106 App,API Service,3-tier,COBOL,Bare Metal,1181,4500,1434549.49,Business Owner - Data & Analytics,Data & Analytics Platform Team,Weekly,0.73
APP0001664,SYS0006108,DAT-COGNOS-06108 App,Batch,Monolith,JavaScript,Kubernetes,2941,13958,3082125.71,Business Owner - Data & Analytics,Data & Analytics Platform Team,Weekly,0.547
APP0001665,SYS0006109,CUS-ECC-06109 App,Data Platform,3-tier,Java,Hybrid,975,15287,19225107.06,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.755
APP0001666,SYS0006110,M&A-TIVOLI-06110 App,AI-Native,Monolith,Java,Bare Metal,902,7921,29155006.05,Business Owner - M&A Office,M&A Office Platform Team,Quarterly,0.562
APP0001667,SYS0006115,CUS-ECC-06115 App,Workflow,SOA,C#,VM,1080,17150,22296601.64,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.86
APP0001668,SYS0006130,WEA-FILENET-06130 App,Risk Engine,3-tier,Python,Hybrid,2807,14692,3128630.84,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.514
APP0001669,SYS0006131,LEG-AI-NATIVE-06131 App,AI-Native,Mainframe-linked,Mixed,Kubernetes,4015,3127,11871426.98,Business Owner - Legal,Legal Platform Team,Weekly,0.785
APP0001670,SYS0006136,RIS-ECC-06136 App,Reporting,AI-agentic workflow,C#,VM,3997,13389,17696830.15,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.491
APP0001671,SYS0006137,CUS-ECC-06137 App,Risk Engine,3-tier,Python,VM,4907,14624,1789748.18,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.72
APP0001672,SYS0006141,PAY-TIVOLI-06141 App,Core Processing,Monolith,COBOL,VM,1727,3161,3797625.31,Business Owner - Payments,Payments Platform Team,Monthly,0.469
APP0001673,SYS0006145,INF-S4HANA-06145 App,Risk Engine,Batch,JavaScript,Hybrid,1638,51775,17435215.28,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.553
APP0001674,SYS0006149,HR-FILENET-06149 App,Workflow,Batch,ABAP,Kubernetes,494,196999,74474302.56,Business Owner - HR,HR Platform Team,Semi-Annual,0.627
APP0001675,SYS0006150,SEC-BUSINESSOBJECTS-06150 App,Data Platform,Event-driven,Python,VM,1411,9125,3375003.53,Business Owner - Security,Security Platform Team,Semi-Annual,0.451
APP0001676,SYS0006151,FIN-TIVOLI-06151 App,API Service,Microservices,Java,VM,597,6248,2565237.39,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.492
APP0001677,SYS0006155,FIN-LEGACY-06155 App,ERP Module,Event-driven,Mixed,Kubernetes,4062,214917,15167636.31,Business Owner - Finance,Finance Platform Team,Quarterly,0.413
APP0001678,SYS0006156,INS-ECC-06156 App,Reporting,3-tier,C#,VM,232,1563,4489452.11,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.389
APP0001679,SYS0006159,FIN-TIVOLI-06159 App,Core Processing,SOA,ABAP,Bare Metal,625,2615,67965565.25,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.668
APP0001680,SYS0006163,PAY-S4HANA-06163 App,Core Processing,SOA,Python,Hybrid,835,15433,2200687.47,Business Owner - Payments,Payments Platform Team,Semi-Annual,0.582
APP0001681,SYS0006171,SUP-FILENET-06171 App,Data Platform,Monolith,Java,Managed PaaS,617,28570,16853134.78,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.525
APP0001682,SYS0006179,FIN-ECC-06179 App,AI-Native,Batch,C#,Kubernetes,6163,96267,3930478.32,Business Owner - Finance,Finance Platform Team,Monthly,0.194
APP0001683,SYS0006181,RET-LEGACY-06181 App,Data Platform,Batch,Java,Managed PaaS,5793,26966,1392534.67,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.182
APP0001684,SYS0006188,HR-CA-06188 App,Risk Engine,Monolith,Python,Bare Metal,1370,27138,68105853.72,Business Owner - HR,HR Platform Team,Ad-hoc,0.55
APP0001685,SYS0006189,CUS-S4HANA-06189 App,API Service,3-tier,Java,Managed PaaS,776,55570,3614914.71,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.339
APP0001686,SYS0006195,M&A-AI-NATIVE-06195 App,Customer Portal,Microservices,JavaScript,Hybrid,3794,2294,8389664.37,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.47
APP0001687,SYS0006200,MAN-AI-NATIVE-06200 App,API Service,SOA,Go,Bare Metal,1128,508,389378.0,Business Owner - Manufacturing,Manufacturing Platform Team,Ad-hoc,0.377
APP0001688,SYS0006201,WEA-LEGACY-06201 App,Core Processing,Monolith,ABAP,Mainframe,1447,2878,5615483.09,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.789
