mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00010012,SYS0006604,BS000263,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,61.9,43.3,Moderate,Global
REG00010013,SYS0009560,BS000424,NIS2,Incident reporting,Direct,Critical,Incident reporting evidence pack,46.8,65.1,Weak,US
REG00010014,SYS0004768,BS000224,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,83.4,6.5,Strong,Global
REG00010015,SYS0008356,BS000183,NIS2,Incident reporting,Indirect,High,Incident reporting evidence pack,70.1,23.1,Strong,Global
REG00010016,SYS0009670,BS000435,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,63.9,35.8,Moderate,US
REG00010017,SYS0001490,BS000650,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,70.5,0.0,Strong,EU
REG00010018,SYS0004818,BS000652,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,61.1,0.0,Strong,LATAM
REG00010019,SYS0002261,BS000311,GDPR,Processor evidence,Watch,Medium,Processor evidence evidence pack,67.1,16.5,Strong,Global
REG00010020,SYS0005398,BS000549,NIS2,Supply-chain security,Indirect,Low,Supply-chain security evidence pack,74.1,3.4,Strong,US
REG00010021,SYS0004209,BS000663,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,56.3,27.7,Strong,US
REG00010022,SYS0009328,BS000635,DORA,ICT risk management,Direct,Low,ICT risk management evidence pack,47.3,28.4,Strong,UK
REG00010023,SYS0000602,BS000353,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,41.4,34.6,Strong,US
REG00010024,SYS0008489,BS000137,GDPR,Data protection controls,Indirect,Medium,Data protection controls evidence pack,43.8,21.4,Strong,UK
REG00010025,SYS0011977,BS000275,Internal Audit,Control evidence,Direct,Critical,Control evidence evidence pack,83.2,14.7,Strong,LATAM
REG00010026,SYS0008338,BS000575,DORA,Third-party risk evidence,Watch,Medium,Third-party risk evidence evidence pack,38.2,29.8,Strong,EU
REG00010027,SYS0000312,BS000683,DORA,ICT risk management,Direct,Critical,ICT risk management evidence pack,41.5,37.0,Moderate,US
REG00010028,SYS0007257,BS000632,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,65.5,18.2,Strong,US
REG00010029,SYS0007904,BS000058,DORA,Operational resilience testing,Indirect,High,Operational resilience testing evidence pack,84.1,17.7,Strong,LATAM
REG00010030,SYS0010374,BS000326,NIS2,Incident reporting,Indirect,Medium,Incident reporting evidence pack,50.4,37.7,Moderate,UK
REG00010031,SYS0004854,BS000262,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,76.7,10.3,Strong,US
REG00010032,SYS0000378,BS000578,DORA,Operational resilience testing,Indirect,Low,Operational resilience testing evidence pack,24.0,13.5,Strong,EU
REG00010033,SYS0010029,BS000087,Internal Audit,Risk acceptance,Direct,Low,Risk acceptance evidence pack,85.0,0.0,Strong,APAC
REG00010034,SYS0009408,BS000100,Internal Audit,Control evidence,Direct,High,Control evidence evidence pack,56.8,28.5,Strong,US
REG00010035,SYS0009287,BS000066,PCI-DSS,Cardholder data protection,Direct,Critical,Cardholder data protection evidence pack,47.7,31.4,Strong,US
REG00010036,SYS0008906,BS000625,Internal Audit,Policy compliance,Indirect,Critical,Policy compliance evidence pack,59.5,61.0,Moderate,US
REG00010037,SYS0002694,BS000523,PCI-DSS,Vulnerability management,Indirect,High,Vulnerability management evidence pack,77.2,25.2,Strong,EU
REG00010038,SYS0008745,BS000574,DORA,ICT risk management,Direct,Low,ICT risk management evidence pack,27.8,13.9,Strong,EU
REG00010039,SYS0007149,BS000442,HIPAA,Protected data safeguards,Direct,Critical,Protected data safeguards evidence pack,67.5,12.9,Strong,EU
REG00010040,SYS0002125,BS000511,GDPR,Processor evidence,Indirect,Critical,Processor evidence evidence pack,62.2,33.0,Strong,APAC
REG00010041,SYS0007578,BS000024,PCI-DSS,Vulnerability management,Direct,Critical,Vulnerability management evidence pack,49.2,26.6,Strong,EU
REG00010042,SYS0004647,BS000311,SOX,Financial reporting control,Watch,Medium,Financial reporting control evidence pack,72.7,3.4,Strong,EU
REG00010043,SYS0002851,BS000712,NIS2,Incident reporting,Direct,Critical,Incident reporting evidence pack,78.3,38.7,Moderate,LATAM
REG00010044,SYS0006345,BS000231,PCI-DSS,Vulnerability management,Direct,Low,Vulnerability management evidence pack,82.2,6.6,Strong,UK
REG00010045,SYS0002874,BS000040,PCI-DSS,Segmentation evidence,Indirect,Medium,Segmentation evidence evidence pack,80.3,8.8,Strong,EU
REG00010046,SYS0010464,BS000502,Operational Resilience,Scenario testing,Watch,High,Scenario testing evidence pack,34.8,39.3,Moderate,APAC
REG00010047,SYS0002787,BS000689,HIPAA,Business associate evidence,Direct,High,Business associate evidence evidence pack,32.0,27.1,Strong,US
REG00010048,SYS0011234,BS000126,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,65.1,10.7,Strong,APAC
REG00010049,SYS0011234,BS000126,HIPAA,Protected data safeguards,Indirect,Medium,Protected data safeguards evidence pack,56.5,25.9,Strong,APAC
REG00010050,SYS0000438,BS000382,NIS2,Supply-chain security,Direct,Low,Supply-chain security evidence pack,72.7,0.0,Strong,APAC
REG00010051,SYS0009203,BS000678,GDPR,Breach reporting,Evidence Only,Low,Breach reporting evidence pack,51.5,8.2,Strong,Global
REG00010052,SYS0002098,BS000194,SOX,Change evidence,Evidence Only,High,Change evidence evidence pack,31.8,43.4,Moderate,US
REG00010053,SYS0001036,BS000686,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,72.7,36.9,Moderate,LATAM
REG00010054,SYS0006631,BS000428,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,78.2,18.7,Strong,US
REG00010055,SYS0000197,BS000464,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,72.7,33.3,Strong,EU
REG00010056,SYS0000797,BS000628,GDPR,Data protection controls,Indirect,Medium,Data protection controls evidence pack,38.9,29.2,Strong,US
REG00010057,SYS0006113,BS000677,Internal Audit,Control evidence,Evidence Only,Medium,Control evidence evidence pack,66.6,22.0,Strong,APAC
REG00010058,SYS0006733,BS000047,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,82.1,18.3,Strong,UK
REG00010059,SYS0000356,BS000365,SOX,Access attestation,Indirect,Critical,Access attestation evidence pack,52.0,29.4,Strong,US
REG00010060,SYS0000623,BS000712,GDPR,Breach reporting,Evidence Only,Medium,Breach reporting evidence pack,58.1,8.6,Strong,US
REG00010061,SYS0007569,BS000107,HIPAA,Business associate evidence,Direct,Low,Business associate evidence evidence pack,56.7,0.0,Strong,EU
REG00010062,SYS0011418,BS000397,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,61.8,35.6,Moderate,UK
REG00010063,SYS0010122,BS000619,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,41.6,13.6,Strong,Global
REG00010064,SYS0003869,BS000092,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,81.5,24.0,Strong,EU
REG00010065,SYS0011814,BS000200,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,34.6,53.1,Moderate,EU
REG00010066,SYS0004430,BS000079,GDPR,Processor evidence,Watch,High,Processor evidence evidence pack,33.4,9.5,Strong,US
REG00010067,SYS0007446,BS000436,HIPAA,Business associate evidence,Direct,Critical,Business associate evidence evidence pack,54.2,29.9,Strong,US
REG00010068,SYS0005563,BS000002,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,77.0,2.5,Strong,EU
REG00010069,SYS0004733,BS000596,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,79.6,14.9,Strong,Global
REG00010070,SYS0000921,BS000130,NIS2,Supply-chain security,Indirect,Medium,Supply-chain security evidence pack,64.3,31.8,Strong,APAC
REG00010071,SYS0004593,BS000207,SOX,Change evidence,Watch,High,Change evidence evidence pack,86.4,8.3,Strong,Global
REG00010072,SYS0007324,BS000324,DORA,ICT risk management,Watch,Medium,ICT risk management evidence pack,60.2,12.2,Strong,US
REG00010073,SYS0001732,BS000010,GDPR,Data protection controls,Indirect,Medium,Data protection controls evidence pack,53.4,25.6,Strong,EU
REG00010074,SYS0011493,BS000486,Internal Audit,Control evidence,Direct,Medium,Control evidence evidence pack,50.7,26.8,Strong,US
REG00010075,SYS0003552,BS000443,SOX,Financial reporting control,Direct,Medium,Financial reporting control evidence pack,45.0,41.0,Moderate,EU
REG00010076,SYS0008940,BS000112,DORA,Operational resilience testing,Direct,Low,Operational resilience testing evidence pack,37.7,9.4,Strong,US
REG00010077,SYS0007971,BS000167,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,63.9,43.8,Moderate,EU
REG00010078,SYS0004749,BS000294,SOX,Access attestation,Indirect,Medium,Access attestation evidence pack,77.1,25.0,Strong,EU
REG00010079,SYS0002955,BS000371,PCI-DSS,Vulnerability management,Direct,Critical,Vulnerability management evidence pack,51.5,40.8,Moderate,UK
REG00010080,SYS0002801,BS000608,HIPAA,Protected data safeguards,Direct,Medium,Protected data safeguards evidence pack,73.4,10.0,Strong,US
REG00010081,SYS0006794,BS000485,GDPR,Breach reporting,Indirect,Critical,Breach reporting evidence pack,43.5,39.1,Moderate,LATAM
REG00010082,SYS0010505,BS000548,Internal Audit,Policy compliance,Direct,Low,Policy compliance evidence pack,62.0,0.0,Strong,US
REG00010083,SYS0009303,BS000013,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,17.7,42.3,Moderate,EU
REG00010084,SYS0007500,BS000475,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,59.4,46.5,Moderate,EU
REG00010085,SYS0004899,BS000060,GDPR,Data protection controls,Evidence Only,Critical,Data protection controls evidence pack,51.6,44.4,Moderate,EU
REG00010086,SYS0009479,BS000015,SOX,Financial reporting control,Evidence Only,Critical,Financial reporting control evidence pack,45.6,34.1,Strong,UK
REG00010087,SYS0002496,BS000465,NIS2,Incident reporting,Evidence Only,Critical,Incident reporting evidence pack,40.7,44.4,Moderate,UK
REG00010088,SYS0004437,BS000480,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,36.5,25.5,Strong,US
REG00010089,SYS0008922,BS000261,NIS2,Supply-chain security,Evidence Only,High,Supply-chain security evidence pack,26.2,56.8,Moderate,US
REG00010090,SYS0011184,BS000685,HIPAA,Business associate evidence,Direct,Low,Business associate evidence evidence pack,48.1,15.3,Strong,US
REG00010091,SYS0004584,BS000113,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,56.8,17.2,Strong,EU
REG00010092,SYS0002402,BS000715,Operational Resilience,Service mapping,Evidence Only,Medium,Service mapping evidence pack,64.8,25.3,Strong,US
REG00010093,SYS0000049,BS000414,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,76.2,33.2,Strong,UK
REG00010094,SYS0000824,BS000232,DORA,Third-party risk evidence,Indirect,Medium,Third-party risk evidence evidence pack,63.2,19.0,Strong,US
REG00010095,SYS0008893,BS000119,SOX,Financial reporting control,Indirect,High,Financial reporting control evidence pack,42.8,51.0,Moderate,Global
REG00010096,SYS0005246,BS000658,NIS2,Supply-chain security,Direct,Low,Supply-chain security evidence pack,34.1,16.5,Strong,US
REG00010097,SYS0003848,BS000624,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,65.4,39.6,Moderate,UK
REG00010098,SYS0003532,BS000664,SOX,Change evidence,Indirect,Medium,Change evidence evidence pack,71.8,4.3,Strong,EU
REG00010099,SYS0000909,BS000545,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,83.3,43.1,Moderate,US
REG00010100,SYS0008328,BS000253,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,46.3,23.9,Strong,US
REG00010101,SYS0001889,BS000184,DORA,Third-party risk evidence,Evidence Only,Low,Third-party risk evidence evidence pack,81.3,0.0,Strong,EU
REG00010102,SYS0001220,BS000289,NIS2,Supply-chain security,Evidence Only,Low,Supply-chain security evidence pack,35.7,35.1,Moderate,Global
REG00010103,SYS0009329,BS000035,DORA,ICT risk management,Indirect,Critical,ICT risk management evidence pack,78.6,40.1,Moderate,US
REG00010104,SYS0003941,BS000598,GDPR,Data protection controls,Watch,Low,Data protection controls evidence pack,54.8,21.4,Strong,US
REG00010105,SYS0004995,BS000188,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,43.2,28.0,Strong,US
REG00010106,SYS0011473,BS000601,DORA,Operational resilience testing,Direct,Low,Operational resilience testing evidence pack,34.3,24.5,Strong,EU
REG00010107,SYS0009055,BS000087,SOX,Change evidence,Indirect,High,Change evidence evidence pack,32.8,48.7,Moderate,UK
REG00010108,SYS0007570,BS000409,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,84.1,12.8,Strong,EU
REG00010109,SYS0006595,BS000097,Internal Audit,Risk acceptance,Indirect,High,Risk acceptance evidence pack,41.5,28.8,Strong,US
REG00010110,SYS0006098,BS000186,Operational Resilience,Scenario testing,Indirect,Medium,Scenario testing evidence pack,55.2,30.9,Strong,EU
REG00010111,SYS0003756,BS000408,SOX,Access attestation,Watch,High,Access attestation evidence pack,85.6,15.9,Strong,LATAM
REG00010112,SYS0008174,BS000231,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,59.1,34.6,Strong,EU
REG00010113,SYS0010591,BS000576,PCI-DSS,Segmentation evidence,Indirect,Medium,Segmentation evidence evidence pack,82.4,15.4,Strong,EU
REG00010114,SYS0004701,BS000269,SOX,Change evidence,Watch,Medium,Change evidence evidence pack,81.8,5.9,Strong,EU
REG00010115,SYS0003029,BS000700,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,64.3,21.6,Strong,Global
REG00010116,SYS0002606,BS000166,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,52.7,36.5,Moderate,US
REG00010117,SYS0010896,BS000663,PCI-DSS,Cardholder data protection,Direct,Critical,Cardholder data protection evidence pack,70.2,53.5,Moderate,EU
REG00010118,SYS0007056,BS000483,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,18.7,39.7,Moderate,APAC
REG00010119,SYS0008249,BS000295,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,63.0,11.2,Strong,LATAM
REG00010120,SYS0005913,BS000017,HIPAA,Protected data safeguards,Watch,High,Protected data safeguards evidence pack,70.4,16.3,Strong,US
REG00010121,SYS0003815,BS000054,HIPAA,Business associate evidence,Direct,Medium,Business associate evidence evidence pack,75.7,6.1,Strong,UK
REG00010122,SYS0001674,BS000638,Operational Resilience,Service mapping,Indirect,Medium,Service mapping evidence pack,64.1,14.4,Strong,APAC
REG00010123,SYS0007848,BS000468,NIS2,Supply-chain security,Evidence Only,High,Supply-chain security evidence pack,44.5,28.0,Strong,EU
REG00010124,SYS0010415,BS000273,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,58.0,18.5,Strong,US
REG00010125,SYS0010842,BS000598,HIPAA,Protected data safeguards,Watch,Low,Protected data safeguards evidence pack,67.7,0.0,Strong,EU
REG00010126,SYS0005635,BS000201,Operational Resilience,Scenario testing,Evidence Only,Medium,Scenario testing evidence pack,66.6,20.5,Strong,UK
REG00010127,SYS0000426,BS000512,SOX,Change evidence,Direct,Critical,Change evidence evidence pack,72.8,8.4,Strong,EU
REG00010128,SYS0011574,BS000546,GDPR,Processor evidence,Direct,Low,Processor evidence evidence pack,61.0,12.9,Strong,EU
REG00010129,SYS0003267,BS000301,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,53.0,19.3,Strong,Global
REG00010130,SYS0011972,BS000143,NIS2,Supply-chain security,Watch,Low,Supply-chain security evidence pack,53.5,0.0,Strong,US
REG00010131,SYS0011753,BS000266,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,40.2,34.7,Strong,LATAM
REG00010132,SYS0003389,BS000174,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,49.5,33.3,Strong,US
REG00010133,SYS0001484,BS000329,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,52.8,28.2,Strong,EU
REG00010134,SYS0009084,BS000312,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,66.8,25.9,Strong,US
REG00010135,SYS0003873,BS000158,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,55.6,28.1,Strong,EU
REG00010136,SYS0011582,BS000403,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,79.0,20.5,Strong,EU
REG00010137,SYS0002552,BS000507,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,43.8,21.0,Strong,APAC
REG00010138,SYS0003020,BS000485,DORA,ICT risk management,Direct,Low,ICT risk management evidence pack,60.3,0.0,Strong,EU
REG00010139,SYS0008027,BS000080,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,38.1,20.1,Strong,APAC
REG00010140,SYS0003133,BS000143,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,69.3,27.9,Strong,EU
REG00010141,SYS0002980,BS000019,NIS2,Supply-chain security,Evidence Only,Critical,Supply-chain security evidence pack,60.6,44.0,Moderate,EU
REG00010142,SYS0010123,BS000384,Operational Resilience,Impact tolerance,Watch,Medium,Impact tolerance evidence pack,48.9,35.6,Moderate,EU
REG00010143,SYS0006814,BS000259,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,26.8,24.6,Strong,US
REG00010144,SYS0002678,BS000087,GDPR,Data protection controls,Evidence Only,Medium,Data protection controls evidence pack,48.7,46.3,Moderate,EU
REG00010145,SYS0010183,BS000499,HIPAA,Protected data safeguards,Direct,Critical,Protected data safeguards evidence pack,13.7,29.7,Strong,APAC
REG00010146,SYS0006975,BS000370,DORA,Operational resilience testing,Direct,Critical,Operational resilience testing evidence pack,42.5,39.4,Moderate,US
REG00010147,SYS0010446,BS000311,GDPR,Breach reporting,Watch,High,Breach reporting evidence pack,51.1,29.5,Strong,US
REG00010148,SYS0008969,BS000242,SOX,Access attestation,Indirect,Medium,Access attestation evidence pack,56.5,8.0,Strong,LATAM
REG00010149,SYS0003794,BS000545,PCI-DSS,Cardholder data protection,Indirect,Medium,Cardholder data protection evidence pack,59.7,33.4,Strong,US
REG00010150,SYS0000385,BS000272,NIS2,Incident reporting,Evidence Only,Medium,Incident reporting evidence pack,59.6,21.4,Strong,UK
REG00010151,SYS0009446,BS000313,PCI-DSS,Vulnerability management,Indirect,High,Vulnerability management evidence pack,46.3,44.5,Moderate,Global
REG00010152,SYS0000946,BS000563,DORA,Operational resilience testing,Indirect,Low,Operational resilience testing evidence pack,53.1,3.8,Strong,APAC
REG00010153,SYS0010531,BS000713,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,57.2,2.4,Strong,UK
REG00010154,SYS0001317,BS000323,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,40.3,29.0,Strong,UK
REG00010155,SYS0004381,BS000549,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,30.0,22.7,Strong,US
REG00010156,SYS0010165,BS000488,NIS2,Supply-chain security,Indirect,Low,Supply-chain security evidence pack,77.1,9.0,Strong,LATAM
REG00010157,SYS0011574,BS000546,DORA,Third-party risk evidence,Indirect,Low,Third-party risk evidence evidence pack,74.9,5.7,Strong,EU
REG00010158,SYS0009623,BS000216,GDPR,Breach reporting,Watch,High,Breach reporting evidence pack,26.5,31.3,Strong,EU
REG00010159,SYS0002165,BS000291,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,90.5,0.0,Strong,EU
REG00010160,SYS0009920,BS000120,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,36.5,37.9,Moderate,EU
REG00010161,SYS0008543,BS000275,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,95.5,13.6,Strong,US
REG00010162,SYS0004756,BS000319,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,50.9,22.4,Strong,UK
REG00010163,SYS0003979,BS000605,HIPAA,Access logging,Direct,Medium,Access logging evidence pack,43.6,36.3,Moderate,EU
REG00010164,SYS0011403,BS000675,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,35.3,44.7,Moderate,US
REG00010165,SYS0003153,BS000375,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,35.6,48.3,Moderate,US
REG00010166,SYS0005378,BS000527,SOX,Change evidence,Direct,High,Change evidence evidence pack,71.4,26.7,Strong,EU
REG00010167,SYS0009284,BS000576,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,77.6,22.1,Strong,UK
REG00010168,SYS0001949,BS000698,GDPR,Processor evidence,Watch,High,Processor evidence evidence pack,82.9,14.3,Strong,EU
REG00010169,SYS0003321,BS000602,Internal Audit,Risk acceptance,Direct,Medium,Risk acceptance evidence pack,81.3,4.5,Strong,US
REG00010170,SYS0004547,BS000338,HIPAA,Access logging,Evidence Only,High,Access logging evidence pack,68.3,32.0,Strong,APAC
REG00010171,SYS0000402,BS000048,NIS2,Incident reporting,Evidence Only,High,Incident reporting evidence pack,43.3,36.7,Moderate,Global
REG00010172,SYS0010743,BS000577,Operational Resilience,Service mapping,Indirect,Low,Service mapping evidence pack,62.8,8.9,Strong,EU
REG00010173,SYS0009003,BS000201,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,65.6,10.1,Strong,US
REG00010174,SYS0008637,BS000386,PCI-DSS,Cardholder data protection,Evidence Only,High,Cardholder data protection evidence pack,30.5,33.1,Strong,UK
REG00010175,SYS0002001,BS000175,Operational Resilience,Scenario testing,Evidence Only,Low,Scenario testing evidence pack,42.8,28.7,Strong,UK
REG00010176,SYS0008148,BS000065,HIPAA,Protected data safeguards,Direct,Medium,Protected data safeguards evidence pack,15.9,46.6,Moderate,US
REG00010177,SYS0005981,BS000518,PCI-DSS,Cardholder data protection,Indirect,Medium,Cardholder data protection evidence pack,47.9,30.9,Strong,US
REG00010178,SYS0003973,BS000291,GDPR,Data protection controls,Evidence Only,High,Data protection controls evidence pack,64.1,24.6,Strong,EU
REG00010179,SYS0004498,BS000367,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,64.0,45.8,Moderate,EU
REG00010180,SYS0011351,BS000214,Internal Audit,Risk acceptance,Direct,Medium,Risk acceptance evidence pack,42.7,36.2,Moderate,EU
REG00010181,SYS0005495,BS000322,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,56.8,4.3,Strong,UK
REG00010182,SYS0009865,BS000194,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,62.0,22.0,Strong,UK
REG00010183,SYS0005641,BS000098,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,52.6,28.9,Strong,EU
REG00010184,SYS0009258,BS000650,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,62.9,30.1,Strong,US
REG00010185,SYS0002371,BS000444,DORA,ICT risk management,Evidence Only,Medium,ICT risk management evidence pack,63.6,22.1,Strong,LATAM
REG00010186,SYS0008192,BS000523,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,22.0,48.8,Moderate,Global
REG00010187,SYS0007825,BS000252,NIS2,Cyber risk governance,Direct,Medium,Cyber risk governance evidence pack,58.3,3.8,Strong,APAC
REG00010188,SYS0009910,BS000178,GDPR,Data protection controls,Evidence Only,Medium,Data protection controls evidence pack,50.8,29.4,Strong,Global
REG00010189,SYS0008991,BS000044,SOX,Access attestation,Direct,Low,Access attestation evidence pack,37.5,16.6,Strong,Global
REG00010190,SYS0008713,BS000368,PCI-DSS,Cardholder data protection,Indirect,Critical,Cardholder data protection evidence pack,85.2,28.8,Strong,US
REG00010191,SYS0001783,BS000129,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,36.3,56.0,Moderate,UK
REG00010192,SYS0004652,BS000094,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,49.1,30.1,Strong,UK
REG00010193,SYS0008390,BS000605,NIS2,Incident reporting,Evidence Only,High,Incident reporting evidence pack,66.0,26.5,Strong,EU
REG00010194,SYS0004914,BS000298,GDPR,Breach reporting,Evidence Only,Medium,Breach reporting evidence pack,43.9,32.1,Strong,EU
REG00010195,SYS0005249,BS000229,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,42.1,35.2,Moderate,UK
REG00010196,SYS0010299,BS000507,SOX,Change evidence,Evidence Only,Low,Change evidence evidence pack,36.6,14.3,Strong,EU
REG00010197,SYS0001072,BS000227,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,46.6,26.3,Strong,UK
REG00010198,SYS0003688,BS000704,PCI-DSS,Cardholder data protection,Direct,Critical,Cardholder data protection evidence pack,30.9,41.9,Moderate,US
REG00010199,SYS0009502,BS000366,NIS2,Incident reporting,Indirect,Medium,Incident reporting evidence pack,65.9,11.1,Strong,US
REG00010200,SYS0001309,BS000041,Operational Resilience,Scenario testing,Direct,Critical,Scenario testing evidence pack,81.9,38.4,Moderate,LATAM
REG00010201,SYS0007505,BS000290,SOX,Change evidence,Direct,High,Change evidence evidence pack,69.6,29.0,Strong,US
REG00010202,SYS0000738,BS000060,SOX,Change evidence,Direct,High,Change evidence evidence pack,43.1,28.8,Strong,UK
REG00010203,SYS0005440,BS000538,DORA,ICT risk management,Indirect,Critical,ICT risk management evidence pack,19.6,45.3,Moderate,UK
REG00010204,SYS0007773,BS000337,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,50.2,38.7,Moderate,EU
REG00010205,SYS0002809,BS000143,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,68.8,20.6,Strong,US
REG00010206,SYS0004865,BS000360,GDPR,Processor evidence,Indirect,Low,Processor evidence evidence pack,51.9,0.0,Strong,US
REG00010207,SYS0000997,BS000017,GDPR,Breach reporting,Direct,Critical,Breach reporting evidence pack,75.9,43.4,Moderate,US
REG00010208,SYS0008404,BS000112,DORA,Third-party risk evidence,Direct,Low,Third-party risk evidence evidence pack,29.3,11.3,Strong,APAC
REG00010209,SYS0008967,BS000339,SOX,Access attestation,Direct,High,Access attestation evidence pack,43.5,51.9,Moderate,EU
REG00010210,SYS0009654,BS000192,DORA,Operational resilience testing,Direct,Low,Operational resilience testing evidence pack,69.9,17.0,Strong,US
REG00010211,SYS0002007,BS000597,Operational Resilience,Impact tolerance,Watch,Low,Impact tolerance evidence pack,69.0,0.0,Strong,US
REG00010212,SYS0006875,BS000275,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,53.8,0.3,Strong,EU
REG00010213,SYS0001814,BS000114,Operational Resilience,Impact tolerance,Evidence Only,High,Impact tolerance evidence pack,42.5,49.2,Moderate,Global
REG00010214,SYS0000589,BS000266,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,80.4,17.5,Strong,APAC
REG00010215,SYS0009678,BS000501,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,70.1,15.2,Strong,UK
REG00010216,SYS0007461,BS000271,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,58.6,24.2,Strong,Global
REG00010217,SYS0006963,BS000676,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,39.3,25.7,Strong,Global
REG00010218,SYS0002770,BS000658,NIS2,Cyber risk governance,Direct,Critical,Cyber risk governance evidence pack,65.8,29.8,Strong,EU
REG00010219,SYS0009671,BS000140,PCI-DSS,Cardholder data protection,Direct,Low,Cardholder data protection evidence pack,66.8,1.7,Strong,APAC
