system_id,system_name,asset_type,business_service_id,business_service_name,business_unit,vendor,product,product_family,version,environment,hosting_model,region,owner_team,criticality,internet_exposed,data_sensitivity,lifecycle_stage,support_status,security_risk,technical_debt,regulatory_exposure,annual_run_cost_eur,install_date,last_change_date,cmdb_confidence,duplicate_group_id,source_system
SYS0004167,LEG-LEGACY-04167,Application,BS000081,Global Workforce Service 0081,Legal,Custom,Legacy Java Application,Custom,Java 6,Test,On-Prem,US,Legal Platform Team,Medium,False,Internal,Tolerate,Supported,High,Medium,Low,65435.17,2021-04-20,2025-04-10,0.616,,SAM Tool
SYS0004168,WEA-WEBLOGIC-04168,Middleware,BS000143,Global Trading Service 0143,Wealth,Oracle,WebLogic,Middleware,14.1,Development,Hybrid,UK,Wealth Platform Team,High,False,Restricted,Strategic,Supported,High,Medium,High,601814.1,2023-10-27,2023-04-07,0.128,,ServiceNow
SYS0004169,RET-WEBSPHERE-04169,Middleware,BS000663,Digital Payments Service 0663,Retail Banking,IBM,WebSphere Application Server,Middleware,Liberty 24,Pre-Production,On-Prem,EU,Retail Banking Platform Team,Medium,True,Confidential,Tolerate,Unsupported,High,Medium,Low,43325.96,2024-09-21,2023-01-26,0.624,,Excel Upload
SYS0004170,DAT-HANA-04170,Database,BS000062,Operational Treasury Service 0062,Data & Analytics,SAP,HANA,Database,2.0 SPS05,Test,Mainframe,EU,Data & Analytics Platform Team,Medium,False,Internal,Invest,Extended Support,Medium,High,Low,15155.98,2025-11-24,2025-02-21,0.524,,ServiceNow
SYS0004171,RIS-MQ-04171,Middleware,BS000521,Customer Claims Service 0521,Risk,IBM,MQ,Integration,8.0,Development,Public Cloud,UK,Risk Platform Team,Low,False,Restricted,Tolerate,Supported,High,Medium,Low,36450.94,2022-10-08,2023-06-23,0.692,,ServiceNow
SYS0004172,COM-WEBSPHERE-04172,Middleware,BS000217,Regional Billing Service 0217,Commercial Banking,IBM,WebSphere Application Server,Middleware,8.5.5,Production,On-Prem,US,Commercial Banking Platform Team,Medium,False,Restricted,Migrate,Vendor Announced EOL,Critical,High,Low,152014.37,2013-04-17,2023-01-21,0.927,,Excel Upload
SYS0004173,PAY-ORACLE-04173,Database,BS000230,Regional Risk Service 0230,Payments,Oracle,Oracle Database,Database,19c,Production,On-Prem,LATAM,Payments Platform Team,Medium,False,Internal,Invest,Extended Support,High,Medium,Low,74214.88,2012-05-21,2024-03-10,0.818,,SAM Tool
SYS0004174,INS-RHEL-04174,Platform,BS000262,Regulated Billing Service 0262,Insurance,Red Hat,RHEL,Operating System,7,Production,On-Prem,US,Insurance Platform Team,Low,False,Confidential,Tolerate,Supported,Low,Low,Medium,37317.83,2020-02-13,2025-06-17,0.797,,EA Repository
SYS0004175,SUP-WEBSPHERE-04175,Middleware,BS000276,Digital Workforce Service 0276,Supply Chain,IBM,WebSphere Application Server,Middleware,8.5.5,Production,On-Prem,US,Supply Chain Platform Team,Critical,True,Internal,Retire,Supported,Medium,Severe,High,311163.5,2025-04-12,2024-02-21,0.685,,BMC
SYS0004176,M&A-RHEL-04176,Platform,BS000511,Critical Treasury Service 0511,M&A Office,Red Hat,RHEL,Operating System,7,Pre-Production,On-Prem,EU,M&A Office Platform Team,Low,False,Confidential,Invest,Vendor Announced EOL,Low,Severe,Low,16009.75,2010-02-17,2023-12-15,0.032,,ServiceNow
SYS0004177,COM-WINDOWS-04177,Platform,BS000580,Enterprise Data Service 0580,Commercial Banking,Microsoft,Windows Server,Operating System,2022,Development,Hybrid,EU,Commercial Banking Platform Team,Critical,False,Public,Tolerate,Supported,High,High,Medium,2371822.0,2014-07-15,2024-03-01,0.851,,Excel Upload
SYS0004178,INS-RHEL-04178,Platform,BS000262,Regulated Billing Service 0262,Insurance,Red Hat,RHEL,Operating System,8,Development,On-Prem,US,Insurance Platform Team,Low,False,Public,Tolerate,Supported,Medium,High,Medium,31231.99,2009-03-23,2026-03-23,0.664,,EA Repository
SYS0004179,SUP-AIX-04179,Platform,BS000124,Operational Identity Service 0124,Supply Chain,IBM,AIX,Operating System,7.2,Production,Mainframe,UK,Supply Chain Platform Team,High,False,Restricted,Strategic,Vendor Announced EOL,Low,High,High,107388.8,2021-07-07,2026-06-12,0.785,,Excel Upload
SYS0004180,DIG-NSX-04180,Platform,BS000003,Regulated Policy Service 0003,Digital Channels,VMware,NSX,Network,3.2,Production,On-Prem,EU,Digital Channels Platform Team,Medium,False,Confidential,Invest,Extended Support,Medium,High,High,881697.8,2014-10-10,2023-02-22,0.563,DUP000277,ServiceNow
SYS0004181,INS-MQ-04181,Middleware,BS000522,Regulated Payments Service 0522,Insurance,IBM,MQ,Integration,8.0,DR,Private Cloud,UK,Insurance Platform Team,Medium,False,Internal,Migrate,Supported,Medium,Medium,Low,48737.38,2017-01-23,2025-09-10,0.658,,ServiceNow
SYS0004182,PAY-AIX-04182,Platform,BS000661,Regulated Pricing Service 0661,Payments,IBM,AIX,Operating System,7.2,Development,Public Cloud,APAC,Payments Platform Team,Medium,False,Confidential,Strategic,Supported,Medium,Low,Low,118615.56,2009-02-25,2025-12-04,0.966,,Archer
SYS0004183,SEC-VSPHERE-04183,Platform,BS000025,Regulated Warehouse Service 0025,Security,VMware,vSphere,Virtualisation,8.0,Production,On-Prem,EU,Security Platform Team,Medium,False,Confidential,Migrate,Supported,Medium,Medium,Medium,56974.59,2013-09-02,2026-03-06,0.749,,Archer
SYS0004184,HR-VSPHERE-04184,Platform,BS000425,Shared Pricing Service 0425,HR,VMware,vSphere,Virtualisation,8.0,Development,Private Cloud,EU,HR Platform Team,High,False,Internal,Invest,Supported,Medium,High,High,57854.18,2014-05-29,2025-01-27,0.593,,ServiceNow
SYS0004185,MAN-COGNOS-04185,Application,BS000158,Operational Payments Service 0158,Manufacturing,IBM,Cognos Analytics,Analytics,11.1,Development,Hybrid,US,Manufacturing Platform Team,Low,False,Internal,Strategic,Supported,Low,Low,High,132026.18,2021-07-11,2025-08-17,0.723,,Excel Upload
SYS0004186,WEA-COGNOS-04186,Application,BS000152,Shared Claims Service 0152,Wealth,IBM,Cognos Analytics,Analytics,10.2,Production,On-Prem,US,Wealth Platform Team,Medium,False,Confidential,Tolerate,Supported,Medium,High,Critical,110863.93,2023-05-04,2023-07-30,0.724,,Excel Upload
SYS0004187,MAN-KUBERNETES-04187,Platform,BS000597,Regulated Billing Service 0597,Manufacturing,Open Source,Kubernetes,Container,1.29,Production,On-Prem,EU,Manufacturing Platform Team,High,False,Internal,Retire,Extended Support,Medium,Medium,Low,20228.35,2020-10-27,2026-01-03,0.809,DUP000108,BMC
SYS0004188,INS-RHEL-04188,Platform,BS000182,Critical Identity Service 0182,Insurance,Red Hat,RHEL,Operating System,9,DR,Hybrid,US,Insurance Platform Team,High,False,Confidential,Strategic,Extended Support,High,Low,Low,610262.04,2008-12-06,2024-10-29,0.684,,Excel Upload
SYS0004189,HR-VCENTER-04189,Platform,BS000219,Critical Reporting Service 0219,HR,VMware,vCenter,Virtualisation,8.0,Test,On-Prem,US,HR Platform Team,Medium,False,Confidential,Retire,Supported,Medium,Medium,High,96610.37,2011-11-09,2026-01-26,0.369,,Excel Upload
SYS0004190,INF-LEGACY-04190,Application,BS000090,Regulated Trading Service 0090,Infrastructure,Custom,Legacy Java Application,Custom,Java 11,Pre-Production,On-Prem,EU,Infrastructure Platform Team,Low,False,Internal,Migrate,Unsupported,Medium,Medium,Medium,146041.69,2023-03-31,2025-01-18,0.899,,ServiceNow
SYS0004191,SUP-AIX-04191,Platform,BS000651,Digital Data Service 0651,Supply Chain,IBM,AIX,Operating System,7.2,DR,On-Prem,APAC,Supply Chain Platform Team,Medium,False,Restricted,Migrate,Supported,High,Low,Critical,357577.34,2012-07-10,2023-01-08,0.571,,EA Repository
SYS0004192,PAY-CA-04192,Application,BS000653,Global Reporting Service 0653,Payments,Broadcom,CA Identity Manager,Identity,14.5,Development,Public Cloud,EU,Payments Platform Team,Medium,False,Confidential,Invest,Vendor Announced EOL,Medium,High,Medium,27431.93,2024-01-12,2025-07-09,0.415,,ServiceNow
SYS0004193,CUS-OPENSHIFT-04193,Platform,BS000658,Operational Policy Service 0658,Customer Operations,Red Hat,OpenShift,Container,4.14,Production,Mainframe,APAC,Customer Operations Platform Team,High,False,Confidential,Tolerate,Vendor Announced EOL,Low,High,Low,213697.04,2013-02-17,2024-04-10,0.971,,EA Repository
SYS0004194,SEC-ECC-04194,ERP Module,BS000166,Operational Payments Service 0166,Security,SAP,ECC,ERP,EHP8,Production,On-Prem,EU,Security Platform Team,Medium,False,Internal,Strategic,Unsupported,Medium,Medium,Critical,310854.12,2011-08-15,2024-01-20,0.754,,Excel Upload
SYS0004195,FIN-AIX-04195,Platform,BS000136,Core Policy Service 0136,Finance,IBM,AIX,Operating System,7.1,Development,Private Cloud,EU,Finance Platform Team,Critical,False,Internal,Strategic,Unsupported,Low,High,Medium,376838.32,2022-07-17,2024-02-11,0.691,,ServiceNow
SYS0004196,COM-VCENTER-04196,Platform,BS000678,Digital Ledger Service 0678,Commercial Banking,VMware,vCenter,Virtualisation,8.0,Production,On-Prem,US,Commercial Banking Platform Team,Medium,True,Internal,Invest,Supported,Low,Medium,Medium,234271.23,2020-04-27,2026-05-30,0.882,,ServiceNow
SYS0004197,FIN-HANA-04197,Database,BS000442,Customer Payments Service 0442,Finance,SAP,HANA,Database,1.0,Production,Hybrid,US,Finance Platform Team,Medium,False,Internal,Migrate,Vendor Announced EOL,Medium,High,Medium,84987.87,2017-06-30,2023-06-11,0.633,,EA Repository
SYS0004198,DIG-ORACLE-04198,Database,BS000191,Enterprise Payments Service 0191,Digital Channels,Oracle,Oracle Database,Database,11g,Development,Hybrid,EU,Digital Channels Platform Team,High,False,Internal,Strategic,Supported,High,Medium,Low,816439.66,2008-06-25,2024-08-21,0.888,,ServiceNow
SYS0004199,MAN-CA-04199,Application,BS000034,Shared Ledger Service 0034,Manufacturing,Broadcom,CA Identity Manager,Identity,14.3,Test,Private Cloud,Global,Manufacturing Platform Team,Critical,True,Confidential,Strategic,Supported,High,High,Low,203734.4,2010-11-01,2026-06-15,0.598,DUP000412,Excel Upload
SYS0004200,RIS-ECC-04200,ERP Module,BS000576,Core Policy Service 0576,Risk,SAP,ECC,ERP,EHP7,Production,On-Prem,UK,Risk Platform Team,High,False,Restricted,Strategic,Vendor Announced EOL,Medium,Medium,Medium,859535.52,2018-10-19,2026-06-19,0.887,,ServiceNow
SYS0004201,SUP-TIVOLI-04201,Application,BS000578,Regional Reporting Service 0578,Supply Chain,IBM,Tivoli / Spectrum Protect,Operations,8.1,Production,Public Cloud,UK,Supply Chain Platform Team,Medium,True,Restricted,Invest,Supported,Medium,High,Low,167317.28,2013-04-05,2024-12-31,0.359,,Excel Upload
SYS0004202,DIG-BUSINESSOBJECTS-04202,Application,BS000008,Operational Trading Service 0008,Digital Channels,SAP,BusinessObjects,Analytics,4.3,Development,Public Cloud,EU,Digital Channels Platform Team,High,False,Restricted,Migrate,Supported,Low,Low,Critical,316223.04,2021-06-21,2025-10-11,0.74,,EA Repository
SYS0004203,LEG-FILENET-04203,Application,BS000345,Operational Customer Service 0345,Legal,IBM,FileNet,Content,5.5.8,Production,Public Cloud,EU,Legal Platform Team,Medium,True,Internal,Migrate,Supported,Medium,Medium,Medium,37276.54,2017-09-25,2023-03-20,0.521,,ServiceNow
SYS0004204,LEG-KAFKA-04204,Middleware,BS000348,Regulated Treasury Service 0348,Legal,Open Source,Kafka,Integration,3.4,Production,On-Prem,APAC,Legal Platform Team,High,True,Confidential,Strategic,Supported,High,High,Low,219192.72,2011-06-15,2025-10-07,0.961,,ServiceNow
SYS0004205,HR-WINDOWS-04205,Platform,BS000335,Core Workforce Service 0335,HR,Microsoft,Windows Server,Operating System,2012 R2,Development,On-Prem,UK,HR Platform Team,High,True,Restricted,Migrate,Supported,High,High,Medium,62512.18,2012-09-22,2024-03-02,0.788,,Excel Upload
SYS0004206,MAN-CA-04206,Application,BS000266,Core Compliance Service 0266,Manufacturing,Broadcom,CA Identity Manager,Identity,12.6,Development,On-Prem,US,Manufacturing Platform Team,Medium,False,Restricted,Tolerate,Vendor Announced EOL,Critical,High,Medium,458841.67,2021-03-07,2024-12-18,0.903,,Excel Upload
SYS0004207,DIG-WINDOWS-04207,Platform,BS000237,Customer Compliance Service 0237,Digital Channels,Microsoft,Windows Server,Operating System,2012 R2,Production,Hybrid,APAC,Digital Channels Platform Team,High,False,Restricted,Retire,Extended Support,Medium,Low,High,186137.01,2023-11-14,2025-05-13,0.918,,ServiceNow
SYS0004208,INS-WEBSPHERE-04208,Middleware,BS000241,Regulated Billing Service 0241,Insurance,IBM,WebSphere Application Server,Middleware,Liberty 23,Pre-Production,Private Cloud,EU,Insurance Platform Team,High,False,Internal,Migrate,Extended Support,Medium,Low,Medium,287618.18,2015-12-12,2026-05-28,0.474,,ServiceNow
SYS0004209,RET-VCENTER-04209,Platform,BS000663,Digital Payments Service 0663,Retail Banking,VMware,vCenter,Virtualisation,8.0,Production,On-Prem,US,Retail Banking Platform Team,High,False,Restricted,Strategic,Supported,High,Severe,Medium,110112.42,2011-07-22,2025-04-23,0.499,,Archer
SYS0004210,LEG-ECC-04210,ERP Module,BS000715,Operational Settlement Service 0715,Legal,SAP,ECC,ERP,EHP8,Production,Hybrid,UK,Legal Platform Team,Critical,False,Public,Tolerate,Supported,Medium,High,High,275470.85,2014-06-19,2025-09-12,0.248,,ServiceNow
SYS0004211,LEG-S4HANA-04211,ERP Module,BS000081,Global Workforce Service 0081,Legal,SAP,S/4HANA,ERP,2020,DR,Hybrid,LATAM,Legal Platform Team,High,False,Confidential,Invest,Supported,Medium,Medium,Medium,53646.68,2014-10-02,2023-10-01,0.919,,ServiceNow
SYS0004212,CUS-WINDOWS-04212,Platform,BS000520,Critical Compliance Service 0520,Customer Operations,Microsoft,Windows Server,Operating System,2016,Production,Hybrid,UK,Customer Operations Platform Team,Medium,False,Confidential,Invest,Extended Support,Low,High,Medium,158052.64,2018-11-16,2024-12-20,0.879,,SAM Tool
SYS0004213,WEA-LEGACY-04213,Application,BS000413,Digital Pricing Service 0413,Wealth,Custom,Legacy Java Application,Custom,Java 8,Pre-Production,Public Cloud,Global,Wealth Platform Team,Medium,False,Confidential,Tolerate,Unsupported,Medium,High,Medium,124176.83,2025-02-01,2025-03-20,0.781,DUP000167,EA Repository
SYS0004214,SUP-NSX-04214,Platform,BS000185,Shared Reporting Service 0185,Supply Chain,VMware,NSX,Network,3.2,Production,Public Cloud,UK,Supply Chain Platform Team,Medium,True,Internal,Tolerate,Unsupported,Medium,High,Medium,387113.71,2023-02-08,2024-01-20,0.793,,ServiceNow
SYS0004215,MAN-VCENTER-04215,Platform,BS000134,Shared Fulfilment Service 0134,Manufacturing,VMware,vCenter,Virtualisation,6.7,Production,Private Cloud,EU,Manufacturing Platform Team,Medium,True,Restricted,Tolerate,Unsupported,Medium,Medium,High,77294.24,2023-04-28,2025-11-06,0.898,,Archer
SYS0004216,RET-ORACLE-04216,Database,BS000542,Critical Payments Service 0542,Retail Banking,Oracle,Oracle Database,Database,21c,Production,On-Prem,US,Retail Banking Platform Team,High,False,Confidential,Tolerate,Extended Support,High,High,Low,1227161.21,2016-05-02,2025-10-25,0.504,,ServiceNow
SYS0004217,FIN-TIVOLI-04217,Application,BS000263,Operational Workforce Service 0263,Finance,IBM,Tivoli / Spectrum Protect,Operations,7.1,Production,Public Cloud,EU,Finance Platform Team,High,False,Confidential,Strategic,Supported,High,Severe,Low,82980.79,2015-01-13,2025-12-28,0.083,,EA Repository
SYS0004218,RIS-MQ-04218,Middleware,BS000094,Global Claims Service 0094,Risk,IBM,MQ,Integration,9.2,Pre-Production,Private Cloud,EU,Risk Platform Team,Medium,False,Public,Tolerate,Vendor Announced EOL,High,High,Medium,146391.42,2010-04-26,2024-09-21,0.396,DUP000169,ServiceNow
SYS0004219,CUS-LEGACY-04219,Application,BS000698,Critical Settlement Service 0698,Customer Operations,Custom,Legacy Java Application,Custom,Java 17,Development,Private Cloud,US,Customer Operations Platform Team,Critical,False,Internal,Strategic,Extended Support,High,Medium,Low,491325.38,2018-12-25,2025-12-28,0.48,,EA Repository
SYS0004220,SUP-OPENSHIFT-04220,Platform,BS000667,Customer Fulfilment Service 0667,Supply Chain,Red Hat,OpenShift,Container,3.11,Development,Public Cloud,EU,Supply Chain Platform Team,High,False,Confidential,Strategic,Unsupported,Medium,High,High,181298.29,2009-07-09,2025-06-26,0.278,,Excel Upload
SYS0004221,INF-LEGACY-04221,Application,BS000302,Digital Policy Service 0302,Infrastructure,Custom,Legacy Java Application,Custom,Java 11,Production,On-Prem,US,Infrastructure Platform Team,Critical,False,Confidential,Strategic,Supported,Medium,Medium,Medium,195714.77,2020-03-03,2025-01-22,0.286,,ServiceNow
SYS0004222,FIN-FILENET-04222,Application,BS000307,Enterprise Warehouse Service 0307,Finance,IBM,FileNet,Content,5.5,Production,Public Cloud,US,Finance Platform Team,Medium,False,Internal,Strategic,Vendor Announced EOL,Medium,High,Medium,35708.82,2016-02-01,2023-06-03,0.935,,ServiceNow
SYS0004223,RET-WEBSPHERE-04223,Middleware,BS000303,Regional Fulfilment Service 0303,Retail Banking,IBM,WebSphere Application Server,Middleware,Liberty 24,Production,On-Prem,Global,Retail Banking Platform Team,Medium,False,Restricted,Tolerate,Supported,Low,High,Medium,116981.67,2011-09-17,2025-11-28,0.629,,BMC
SYS0004224,RET-ECC-04224,ERP Module,BS000138,Critical Reporting Service 0138,Retail Banking,SAP,ECC,ERP,EHP7,Pre-Production,Hybrid,EU,Retail Banking Platform Team,High,False,Internal,Invest,Supported,Medium,High,Medium,143415.7,2013-02-23,2025-11-14,0.871,DUP000385,Excel Upload
SYS0004225,SUP-AI-NATIVE-04225,Custom Application,BS000076,Shared Portal Service 0076,Supply Chain,Custom,AI-Native Application,Custom,v2,Development,Mainframe,US,Supply Chain Platform Team,High,False,Internal,Migrate,Supported,High,Severe,High,798171.71,2009-01-26,2023-05-19,0.924,,Excel Upload
SYS0004226,FIN-MQ-04226,Middleware,BS000197,Global Billing Service 0197,Finance,IBM,MQ,Integration,9.1,Test,Public Cloud,APAC,Finance Platform Team,Critical,False,Confidential,Invest,Unsupported,Medium,Medium,Medium,544406.65,2014-06-02,2024-05-05,0.437,,ServiceNow
SYS0004227,COM-DB2-04227,Database,BS000279,Operational Customer Service 0279,Commercial Banking,IBM,Db2,Database,10.5,Production,Private Cloud,US,Commercial Banking Platform Team,Critical,False,Internal,Strategic,Extended Support,Medium,Medium,High,382790.25,2008-01-29,2026-03-02,0.958,,SAM Tool
SYS0004228,SEC-DB2-04228,Database,BS000112,Shared Ledger Service 0112,Security,IBM,Db2,Database,11.5,Test,On-Prem,UK,Security Platform Team,Medium,False,Internal,Tolerate,Unsupported,High,Medium,Medium,393942.15,2012-04-10,2026-04-13,0.767,,ServiceNow
SYS0004229,CUS-RHEL-04229,Platform,BS000026,Global Payments Service 0026,Customer Operations,Red Hat,RHEL,Operating System,9,Production,Hybrid,EU,Customer Operations Platform Team,Medium,True,Restricted,Invest,Supported,High,Severe,Critical,128877.85,2019-11-23,2024-02-16,0.861,,EA Repository
SYS0004230,M&A-RHEL-04230,Platform,BS000671,Operational Trading Service 0671,M&A Office,Red Hat,RHEL,Operating System,8,Production,On-Prem,EU,M&A Office Platform Team,High,False,Internal,Migrate,Supported,Medium,Medium,Medium,23158.61,2011-04-11,2023-01-21,0.753,,ServiceNow
SYS0004231,FIN-SQL-04231,Database,BS000632,Customer Warehouse Service 0632,Finance,Microsoft,SQL Server,Database,2022,Production,Hybrid,EU,Finance Platform Team,Low,False,Internal,Strategic,Supported,High,Medium,Low,101767.88,2014-04-13,2023-09-01,0.927,,ServiceNow
SYS0004232,INS-WEBSPHERE-04232,Middleware,BS000221,Digital Data Service 0221,Insurance,IBM,WebSphere Application Server,Middleware,Liberty 24,Production,Private Cloud,US,Insurance Platform Team,Critical,False,Restricted,Migrate,Supported,Medium,Medium,Medium,507672.19,2020-09-25,2026-02-10,0.686,,ServiceNow
SYS0004233,INS-WINDOWS-04233,Platform,BS000443,Enterprise Identity Service 0443,Insurance,Microsoft,Windows Server,Operating System,2019,Production,Hybrid,US,Insurance Platform Team,High,False,Confidential,Migrate,Extended Support,Low,Medium,Low,195878.39,2025-03-23,2023-05-10,0.436,,EA Repository
SYS0004234,SEC-ECC-04234,ERP Module,BS000103,Core Fulfilment Service 0103,Security,SAP,ECC,ERP,EHP8,Production,Private Cloud,EU,Security Platform Team,High,False,Internal,Migrate,Unsupported,High,High,High,224526.03,2021-11-09,2025-09-07,0.702,,BMC
SYS0004235,INF-MQ-04235,Middleware,BS000668,Digital Risk Service 0668,Infrastructure,IBM,MQ,Integration,9.2,Pre-Production,Private Cloud,Global,Infrastructure Platform Team,Critical,False,Internal,Invest,Supported,High,Severe,High,220836.51,2011-12-09,2024-12-02,0.964,,ServiceNow
SYS0004236,LEG-VSPHERE-04236,Platform,BS000586,Regional Portal Service 0586,Legal,VMware,vSphere,Virtualisation,8.0,Production,On-Prem,US,Legal Platform Team,Low,False,Internal,Strategic,Extended Support,Medium,Medium,High,22039.11,2025-05-09,2026-03-22,0.227,DUP000451,ServiceNow
SYS0004237,COM-HANA-04237,Database,BS000127,Global Identity Service 0127,Commercial Banking,SAP,HANA,Database,2.0 SPS05,Production,Mainframe,Global,Commercial Banking Platform Team,Medium,True,Restricted,Invest,Unsupported,Medium,Medium,High,259796.08,2017-09-22,2024-04-06,0.711,,Archer
SYS0004238,WEA-VSPHERE-04238,Platform,BS000154,Operational Treasury Service 0154,Wealth,VMware,vSphere,Virtualisation,7.0,Production,Private Cloud,UK,Wealth Platform Team,High,False,Confidential,Tolerate,Supported,Medium,High,Critical,113398.76,2021-02-17,2023-06-10,0.681,,BMC
SYS0004239,CUS-LEGACY-04239,Application,BS000240,Regional Portal Service 0240,Customer Operations,Custom,Legacy Java Application,Custom,Java 6,Production,Public Cloud,US,Customer Operations Platform Team,High,True,Internal,Migrate,Extended Support,Medium,Medium,Medium,87844.08,2022-06-01,2023-06-09,0.333,,EA Repository
SYS0004240,RIS-S4HANA-04240,ERP Module,BS000068,Digital Settlement Service 0068,Risk,SAP,S/4HANA,ERP,2020,Production,On-Prem,UK,Risk Platform Team,High,False,Internal,Strategic,Unsupported,High,Medium,High,3064616.98,2018-06-29,2023-10-19,0.657,,ServiceNow
SYS0004241,RET-VCENTER-04241,Platform,BS000250,Operational Customer Service 0250,Retail Banking,VMware,vCenter,Virtualisation,7.0,Production,Public Cloud,Global,Retail Banking Platform Team,Low,False,Internal,Invest,Extended Support,High,Low,Medium,35791.16,2010-06-25,2025-12-16,0.803,,Archer
SYS0004242,INF-SQL-04242,Database,BS000482,Core Ledger Service 0482,Infrastructure,Microsoft,SQL Server,Database,2019,Production,Private Cloud,EU,Infrastructure Platform Team,High,False,Internal,Migrate,Supported,Medium,Severe,Medium,78624.27,2014-02-25,2025-12-21,0.934,,ServiceNow
SYS0004243,PAY-WEBLOGIC-04243,Middleware,BS000523,Core Trading Service 0523,Payments,Oracle,WebLogic,Middleware,10.3,Test,Private Cloud,EU,Payments Platform Team,Medium,False,Internal,Tolerate,Vendor Announced EOL,Medium,Severe,Medium,203250.28,2018-12-06,2025-07-20,0.253,,ServiceNow
SYS0004244,INF-WEBSPHERE-04244,Middleware,BS000006,Shared Data Service 0006,Infrastructure,IBM,WebSphere Application Server,Middleware,8.5.5,Production,Private Cloud,US,Infrastructure Platform Team,Medium,True,Restricted,Tolerate,Extended Support,Medium,Medium,Medium,85440.2,2009-06-18,2023-10-19,0.476,,EA Repository
SYS0004245,FIN-ORACLE-04245,Database,BS000254,Global Fulfilment Service 0254,Finance,Oracle,Oracle Database,Database,11g,Test,Private Cloud,UK,Finance Platform Team,Critical,False,Internal,Strategic,Extended Support,Medium,Medium,Medium,1255732.71,2009-05-07,2025-12-21,0.921,,BMC
SYS0004246,CUS-AIX-04246,Platform,BS000600,Digital Risk Service 0600,Customer Operations,IBM,AIX,Operating System,7.2,Production,Hybrid,LATAM,Customer Operations Platform Team,Low,False,Internal,Tolerate,Extended Support,Medium,High,Medium,95952.1,2014-07-17,2024-12-16,0.145,,BMC
SYS0004247,FIN-VCENTER-04247,Platform,BS000627,Global Payments Service 0627,Finance,VMware,vCenter,Virtualisation,7.0,Test,On-Prem,EU,Finance Platform Team,Low,False,Confidential,Strategic,Unsupported,Medium,Medium,Medium,59916.34,2020-10-07,2025-01-14,0.845,,Excel Upload
SYS0004248,SUP-WINDOWS-04248,Platform,BS000406,Global Risk Service 0406,Supply Chain,Microsoft,Windows Server,Operating System,2012 R2,Production,Hybrid,EU,Supply Chain Platform Team,Medium,True,Internal,Invest,Unsupported,High,Medium,High,148587.45,2017-10-20,2026-06-25,0.951,,Excel Upload
SYS0004249,LEG-PIPO-04249,Middleware,BS000530,Enterprise Procurement Service 0530,Legal,SAP,PI/PO,Integration,7.5,DR,On-Prem,EU,Legal Platform Team,High,False,Restricted,Invest,Supported,Medium,Medium,High,312635.03,2022-01-18,2023-04-27,0.677,,Excel Upload
SYS0004250,INS-VCENTER-04250,Platform,BS000178,Shared Compliance Service 0178,Insurance,VMware,vCenter,Virtualisation,7.0,Production,Private Cloud,UK,Insurance Platform Team,Low,False,Public,Strategic,Unsupported,Medium,Medium,Medium,27249.78,2008-04-16,2023-01-13,0.068,,BMC
SYS0004251,PAY-COGNOS-04251,Application,BS000626,Regulated Warehouse Service 0626,Payments,IBM,Cognos Analytics,Analytics,10.2,DR,Public Cloud,APAC,Payments Platform Team,Low,False,Internal,Invest,Extended Support,High,Medium,Low,82427.74,2009-02-04,2023-01-29,0.837,,SAM Tool
SYS0004252,CUS-HANA-04252,Database,BS000341,Enterprise Pricing Service 0341,Customer Operations,SAP,HANA,Database,2.0 SPS07,Production,Mainframe,Global,Customer Operations Platform Team,Medium,True,Internal,Migrate,Unsupported,Medium,Medium,Medium,45658.49,2009-11-16,2024-05-27,0.763,,SAM Tool
SYS0004253,LEG-VSPHERE-04253,Platform,BS000499,Customer Claims Service 0499,Legal,VMware,vSphere,Virtualisation,8.0,Test,Private Cloud,Global,Legal Platform Team,High,False,Confidential,Retire,Vendor Announced EOL,Low,Low,Medium,57476.82,2023-08-13,2023-02-17,0.165,,BMC
SYS0004254,WEA-AI-NATIVE-04254,Custom Application,BS000189,Critical Treasury Service 0189,Wealth,Custom,AI-Native Application,Custom,v1,Production,Public Cloud,Global,Wealth Platform Team,Low,False,Restricted,Strategic,Unsupported,High,Low,Medium,28355.02,2017-08-19,2024-09-26,0.191,,ServiceNow
SYS0004255,INF-BUSINESSOBJECTS-04255,Application,BS000125,Operational Settlement Service 0125,Infrastructure,SAP,BusinessObjects,Analytics,4.3,Production,Hybrid,EU,Infrastructure Platform Team,High,False,Internal,Migrate,Unsupported,High,Medium,Medium,177054.07,2020-02-26,2024-06-02,0.307,,ServiceNow
SYS0004256,WEA-KAFKA-04256,Middleware,BS000384,Global Policy Service 0384,Wealth,Open Source,Kafka,Integration,2.8,Production,Hybrid,US,Wealth Platform Team,High,False,Restricted,Migrate,Extended Support,High,High,Low,64461.8,2012-08-12,2024-01-10,0.3,,ServiceNow
SYS0004257,DAT-NSX-04257,Platform,BS000377,Shared Trading Service 0377,Data & Analytics,VMware,NSX,Network,3.1,Production,Hybrid,UK,Data & Analytics Platform Team,Medium,False,Internal,Retire,Extended Support,Medium,Medium,Low,8829.95,2022-04-06,2024-07-21,0.922,,EA Repository
