signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00009194,2026-03-21,Threat Trend,Red Hat,OpenShift,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.511,25,71,964093.59,Validate controls,0.911
SIG00009195,2024-01-01,AI-Native Shift,IBM,Cognos Analytics,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.661,6,269,36341111.93,Escalate to board pack,0.842
SIG00009196,2024-06-27,AI-Native Shift,SAP,PI/PO,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.269,19,46,202942.84,Monitor,0.513
SIG00009197,2024-09-03,Threat Trend,SAP,HANA,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.593,22,193,3190882.91,Model scenario,0.823
SIG00009198,2024-11-11,Open Source Alternative,Custom,AI-Native Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.63,56,134,981542.38,Prepare negotiation,0.549
SIG00009199,2026-02-26,Threat Trend,SAP,ECC,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.884,6,154,1275865.91,Validate controls,0.714
SIG00009200,2025-05-10,Vendor Consolidation,VMware,NSX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.722,57,248,4732287.73,Escalate to board pack,0.693
SIG00009201,2025-06-05,AI-Native Shift,Red Hat,OpenShift,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.629,22,173,11638645.47,Model scenario,0.769
SIG00009202,2025-07-21,Regulatory Change,SAP,ECC,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.579,51,469,28334218.58,Prepare negotiation,0.604
SIG00009203,2026-02-13,Open Source Alternative,IBM,WebSphere Application Server,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.624,60,618,28026360.86,Prepare negotiation,0.83
SIG00009204,2025-12-01,Talent Scarcity,IBM,Tivoli / Spectrum Protect,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.674,43,257,19737711.2,Assess replacement option,0.552
SIG00009205,2025-04-19,Ecosystem Decline,IBM,Db2,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.772,20,330,7348939.52,Validate controls,0.456
SIG00009206,2025-07-22,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.697,51,115,2305194.54,Monitor,0.774
SIG00009207,2024-08-25,AI-Native Shift,IBM,WebSphere Application Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.738,5,316,62298936.0,Monitor,0.748
SIG00009208,2024-01-07,Pricing Shock,IBM,AIX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.602,54,225,2939749.32,Escalate to board pack,0.709
SIG00009209,2026-06-12,Talent Scarcity,Custom,AI-Native Application,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.656,55,325,9843592.06,Assess replacement option,0.412
SIG00009210,2025-04-10,Quantum Crypto Horizon,IBM,MQ,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,1,0.342,16,548,9927269.11,Monitor,0.901
SIG00009211,2024-07-10,Open Source Alternative,IBM,AIX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.426,26,88,10370981.39,Monitor,0.854
SIG00009212,2025-02-10,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.475,54,159,10471071.61,Validate controls,0.835
SIG00009213,2025-11-20,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.57,34,242,10711090.37,Validate controls,0.82
SIG00009214,2024-05-12,Pricing Shock,IBM,FileNet,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.462,18,172,4439366.63,Prepare negotiation,0.656
SIG00009215,2025-10-26,Vendor Consolidation,Microsoft,Windows Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.699,4,482,17544771.53,Model scenario,0.715
SIG00009216,2026-01-20,AI-Native Shift,VMware,vSphere,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.533,6,309,28044469.4,Assess replacement option,0.731
SIG00009217,2026-05-19,Threat Trend,IBM,WebSphere Application Server,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.665,26,325,4790726.31,Validate controls,0.889
SIG00009218,2024-05-05,Threat Trend,IBM,MQ,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.834,17,300,2258436.15,Model scenario,0.694
SIG00009219,2025-02-06,Open Source Alternative,Open Source,Kafka,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.521,34,210,22809296.38,Assess replacement option,0.83
SIG00009220,2024-07-27,Regulatory Change,Custom,Mainframe Integration Service,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.637,48,227,11134084.42,Escalate to board pack,0.786
SIG00009221,2024-10-10,Threat Trend,Custom,AI-Native Application,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.771,23,79,4962658.3,Monitor,0.419
SIG00009222,2026-06-11,Ecosystem Decline,Broadcom,CA Identity Manager,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.573,49,100,18640230.88,Monitor,0.758
SIG00009223,2025-07-08,Pricing Shock,Red Hat,RHEL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.801,13,427,40933336.54,Prepare negotiation,0.743
SIG00009224,2024-02-20,Regulatory Change,IBM,Tivoli / Spectrum Protect,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.469,31,213,2705659.01,Prepare negotiation,0.943
SIG00009225,2025-04-27,Open Source Alternative,Microsoft,Windows Server,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.471,22,602,19012771.91,Assess replacement option,0.927
SIG00009226,2024-04-14,Vendor Consolidation,IBM,MQ,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.372,50,339,44250560.9,Monitor,0.782
SIG00009227,2026-06-26,Regulatory Change,Microsoft,Windows Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.654,44,291,4048718.14,Validate controls,0.667
SIG00009228,2026-06-27,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.921,47,126,28752449.23,Assess replacement option,0.84
SIG00009229,2026-01-28,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.851,39,378,7094737.71,Monitor,0.939
SIG00009230,2025-05-21,Open Source Alternative,Broadcom,CA Identity Manager,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.483,55,35,1347242.5,Prepare negotiation,0.808
SIG00009231,2025-11-04,Regulatory Change,Microsoft,SQL Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.567,49,440,5825525.92,Model scenario,0.752
SIG00009232,2025-05-08,Pricing Shock,Microsoft,Windows Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.616,9,514,5026445.24,Monitor,0.634
SIG00009233,2025-02-06,Open Source Alternative,SAP,S/4HANA,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.459,11,315,3831257.35,Validate controls,0.747
SIG00009234,2024-10-28,Talent Scarcity,Custom,Mainframe Integration Service,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.659,54,256,10487632.53,Model scenario,0.691
SIG00009235,2024-01-25,AI-Native Shift,IBM,Cognos Analytics,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.721,34,362,4776680.71,Model scenario,0.791
SIG00009236,2025-05-08,Pricing Shock,Red Hat,RHEL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.668,53,485,19383896.33,Monitor,0.88
SIG00009237,2026-05-22,Open Source Alternative,SAP,HANA,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.703,22,179,3429926.76,Assess replacement option,0.807
SIG00009238,2024-12-27,Open Source Alternative,Open Source,Kubernetes,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.453,15,203,358069.71,Validate controls,0.84
SIG00009239,2024-04-16,Talent Scarcity,Red Hat,OpenShift,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.513,13,307,11823870.62,Prepare negotiation,0.872
SIG00009240,2025-03-25,Ecosystem Decline,SAP,S/4HANA,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.523,23,83,3203770.64,Prepare negotiation,0.48
SIG00009241,2025-11-13,Vendor Consolidation,IBM,FileNet,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.607,42,111,658548.05,Model scenario,0.874
SIG00009242,2026-05-05,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.554,34,299,5991217.67,Assess replacement option,0.914
SIG00009243,2025-10-02,Threat Trend,IBM,MQ,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.652,15,285,6757164.66,Monitor,0.873
SIG00009244,2025-02-17,Talent Scarcity,IBM,Db2,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.393,21,578,26983062.49,Model scenario,0.859
SIG00009245,2024-11-24,Talent Scarcity,SAP,PI/PO,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.551,46,43,507896.94,Model scenario,0.416
SIG00009246,2025-04-04,Talent Scarcity,IBM,AIX,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.804,59,117,6089752.58,Monitor,0.632
SIG00009247,2024-10-19,Vendor Consolidation,Microsoft,SQL Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.396,15,206,1586577.33,Model scenario,0.871
SIG00009248,2024-07-23,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.368,15,226,4339822.96,Assess replacement option,0.757
SIG00009249,2024-02-24,Vendor Consolidation,Microsoft,Windows Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.379,10,181,2831205.78,Model scenario,0.535
SIG00009250,2024-08-21,Regulatory Change,IBM,Db2,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.214,7,345,16079212.3,Validate controls,0.85
SIG00009251,2024-10-26,Pricing Shock,IBM,MQ,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.737,37,276,24372005.98,Monitor,0.743
SIG00009252,2026-03-17,Vendor Consolidation,IBM,WebSphere Application Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.245,12,427,31979320.15,Prepare negotiation,0.477
SIG00009253,2024-06-08,Regulatory Change,Custom,Legacy Java Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.724,46,282,1506259.21,Model scenario,0.73
SIG00009254,2025-06-13,Talent Scarcity,IBM,MQ,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.66,51,525,26439664.75,Validate controls,0.918
SIG00009255,2024-12-24,Talent Scarcity,IBM,Cognos Analytics,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.379,20,101,141911.89,Assess replacement option,0.699
SIG00009256,2025-03-17,Talent Scarcity,Open Source,Kubernetes,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.706,10,263,2206503.14,Validate controls,0.715
SIG00009257,2024-12-10,Regulatory Change,IBM,Cognos Analytics,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.623,57,309,1540344.52,Model scenario,0.701
SIG00009258,2024-09-14,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.877,17,380,1829571.86,Assess replacement option,0.677
SIG00009259,2025-05-28,Open Source Alternative,Oracle,WebLogic,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.586,9,382,6912809.19,Escalate to board pack,0.811
SIG00009260,2024-07-14,Open Source Alternative,VMware,vCenter,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.49,38,172,13585952.96,Escalate to board pack,0.887
SIG00009261,2025-03-25,Pricing Shock,IBM,Db2,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.757,52,462,3603308.1,Assess replacement option,0.878
SIG00009262,2026-05-13,AI-Native Shift,Open Source,Kubernetes,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.66,13,225,15996581.1,Model scenario,0.862
SIG00009263,2024-10-30,Pricing Shock,VMware,vCenter,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.444,21,165,1561728.07,Validate controls,0.774
SIG00009264,2026-01-12,Vendor Consolidation,SAP,BusinessObjects,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.284,59,75,1341789.52,Prepare negotiation,0.857
SIG00009265,2024-04-13,Pricing Shock,IBM,Cognos Analytics,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.238,41,416,9470127.93,Validate controls,0.77
SIG00009266,2025-09-16,Pricing Shock,VMware,NSX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.536,38,173,32783585.98,Validate controls,0.536
SIG00009267,2025-12-10,AI-Native Shift,Microsoft,SQL Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.501,49,202,8824755.19,Assess replacement option,0.617
SIG00009268,2024-01-12,AI-Native Shift,VMware,vCenter,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.349,56,325,44039043.95,Monitor,0.884
SIG00009269,2024-05-10,Regulatory Change,SAP,ECC,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.744,15,205,5672435.91,Monitor,0.894
SIG00009270,2024-01-05,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.489,37,254,56719848.06,Model scenario,0.881
SIG00009271,2025-05-28,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.104,55,94,1286261.41,Validate controls,0.873
SIG00009272,2024-11-03,Pricing Shock,SAP,PI/PO,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.86,12,83,12701592.52,Assess replacement option,0.792
SIG00009273,2025-04-06,Vendor Consolidation,Oracle,WebLogic,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.9,55,161,5781727.3,Monitor,0.675
SIG00009274,2026-06-04,Regulatory Change,Red Hat,RHEL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.843,45,188,8057142.78,Assess replacement option,0.898
SIG00009275,2026-03-19,Quantum Crypto Horizon,IBM,MQ,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,1,0.669,7,216,5753690.14,Monitor,0.664
SIG00009276,2024-06-25,Vendor Consolidation,VMware,vCenter,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.588,13,151,9152199.5,Assess replacement option,0.818
SIG00009277,2025-10-24,Open Source Alternative,Red Hat,OpenShift,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.64,48,339,12110353.53,Monitor,0.635
SIG00009278,2025-04-29,Regulatory Change,SAP,PI/PO,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.568,24,215,14996105.71,Monitor,0.709
SIG00009279,2025-08-16,Quantum Crypto Horizon,SAP,BusinessObjects,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,5,0.405,7,77,1709697.93,Model scenario,0.664
SIG00009280,2025-03-26,AI-Native Shift,IBM,AIX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.608,59,235,53736559.15,Escalate to board pack,0.561
SIG00009281,2026-02-23,AI-Native Shift,SAP,PI/PO,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.387,7,42,2984918.24,Validate controls,0.771
SIG00009282,2024-05-04,Pricing Shock,IBM,FileNet,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.873,57,230,2738587.94,Model scenario,0.496
SIG00009283,2025-12-10,Regulatory Change,Microsoft,SQL Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.318,53,90,1520412.29,Monitor,0.924
SIG00009284,2026-06-14,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.433,6,311,17922423.12,Escalate to board pack,0.774
SIG00009285,2025-01-22,Talent Scarcity,Open Source,Kafka,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.603,35,62,4434639.1,Monitor,0.586
SIG00009286,2024-05-18,Pricing Shock,Oracle,Oracle Database,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.444,40,364,27832953.48,Assess replacement option,0.757
SIG00009287,2025-02-17,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.322,33,184,17042783.77,Escalate to board pack,0.914
SIG00009288,2026-03-28,Ecosystem Decline,VMware,NSX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.431,30,52,647959.43,Monitor,0.587
SIG00009289,2026-05-03,Pricing Shock,Microsoft,Windows Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.221,13,616,3474961.32,Validate controls,0.759
SIG00009290,2025-12-02,Ecosystem Decline,Open Source,Kubernetes,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.471,27,134,3584821.76,Monitor,0.745
SIG00009291,2024-02-06,Quantum Crypto Horizon,Open Source,Kubernetes,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,3,0.436,17,190,8991241.16,Model scenario,0.836
SIG00009292,2026-07-02,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.653,57,208,30967319.99,Validate controls,0.632
SIG00009293,2026-01-01,Ecosystem Decline,Oracle,WebLogic,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.813,59,212,9351876.48,Model scenario,0.668
SIG00009294,2025-06-14,Vendor Consolidation,Oracle,WebLogic,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.576,42,271,5593396.99,Monitor,0.511
SIG00009295,2024-03-21,Quantum Crypto Horizon,IBM,Tivoli / Spectrum Protect,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,5,0.772,22,279,10347687.68,Monitor,0.757
SIG00009296,2024-06-24,Vendor Consolidation,Oracle,WebLogic,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.448,35,169,1152903.69,Model scenario,0.674
SIG00009297,2024-02-15,Open Source Alternative,Red Hat,RHEL,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.252,49,339,10782553.67,Monitor,0.767
SIG00009298,2024-10-21,Open Source Alternative,IBM,FileNet,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.816,5,121,3012866.68,Monitor,0.959
SIG00009299,2026-03-13,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.424,32,287,8500228.28,Model scenario,0.579
SIG00009300,2024-02-07,AI-Native Shift,IBM,FileNet,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.51,39,163,71210026.84,Model scenario,0.536
SIG00009301,2025-12-25,Quantum Crypto Horizon,Oracle,Oracle Database,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,4,0.564,38,416,6757810.96,Model scenario,0.837
SIG00009302,2026-01-20,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.535,36,38,2419269.29,Validate controls,0.433
SIG00009303,2025-11-11,AI-Native Shift,IBM,Db2,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.519,47,307,24534582.03,Validate controls,0.671
SIG00009304,2025-08-25,Quantum Crypto Horizon,Broadcom,CA Identity Manager,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,3,0.657,46,47,768391.08,Monitor,0.632
SIG00009305,2025-07-12,Talent Scarcity,IBM,Tivoli / Spectrum Protect,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.721,28,232,3072361.4,Model scenario,0.53
SIG00009306,2024-08-25,AI-Native Shift,IBM,Tivoli / Spectrum Protect,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.293,38,175,296751.84,Prepare negotiation,0.817
SIG00009307,2024-02-01,Vendor Consolidation,Microsoft,SQL Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.541,56,100,22833405.31,Prepare negotiation,0.748
SIG00009308,2026-02-13,Open Source Alternative,Oracle,WebLogic,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.736,3,260,11465214.66,Model scenario,0.395
SIG00009309,2026-06-23,AI-Native Shift,VMware,vCenter,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.314,58,100,2958812.47,Prepare negotiation,0.724
SIG00009310,2024-05-22,Ecosystem Decline,SAP,HANA,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.73,50,328,46616246.7,Monitor,0.681
SIG00009311,2025-02-28,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.723,43,41,2255309.62,Model scenario,0.494
SIG00009312,2025-08-18,Regulatory Change,Microsoft,SQL Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.411,51,167,7353427.36,Validate controls,0.812
SIG00009313,2025-10-24,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.371,55,64,5617985.56,Model scenario,0.643
SIG00009314,2026-06-24,Vendor Consolidation,Broadcom,CA Identity Manager,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.59,6,194,11330214.87,Model scenario,0.536
SIG00009315,2024-11-22,Vendor Consolidation,Custom,Mainframe Integration Service,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.958,29,161,7520605.6,Model scenario,0.919
SIG00009316,2024-05-11,Open Source Alternative,SAP,PI/PO,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.553,25,123,4217710.51,Monitor,0.913
SIG00009317,2024-10-07,Regulatory Change,SAP,ECC,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.721,32,446,38951986.21,Model scenario,0.836
SIG00009318,2026-01-22,Vendor Consolidation,SAP,PI/PO,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.857,29,122,5839519.21,Validate controls,0.711
SIG00009319,2025-01-04,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.801,14,220,23804371.59,Validate controls,0.563
SIG00009320,2026-06-07,Threat Trend,Open Source,Kubernetes,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.78,60,104,1101580.34,Validate controls,0.876
SIG00009321,2025-10-17,Threat Trend,Custom,Mainframe Integration Service,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.655,46,198,2207464.44,Assess replacement option,0.755
SIG00009322,2024-11-04,Threat Trend,IBM,AIX,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.896,26,144,9886450.19,Model scenario,0.438
SIG00009323,2024-10-23,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.533,15,218,1173704.24,Monitor,0.819
SIG00009324,2026-03-11,Threat Trend,Open Source,Kafka,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.592,27,260,1966690.5,Escalate to board pack,0.626
SIG00009325,2026-06-16,Pricing Shock,Custom,AI-Native Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.819,59,182,14310557.13,Monitor,0.645
SIG00009326,2025-11-08,Pricing Shock,VMware,vSphere,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.664,30,287,4037304.57,Validate controls,0.748
SIG00009327,2026-01-20,Ecosystem Decline,Red Hat,OpenShift,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,5,0.692,40,337,23278549.84,Escalate to board pack,0.822
SIG00009328,2024-12-15,AI-Native Shift,Open Source,Kafka,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.555,60,192,3161849.89,Assess replacement option,0.915
SIG00009329,2026-03-23,Regulatory Change,Open Source,Kubernetes,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.519,35,267,17892234.51,Assess replacement option,0.627
SIG00009330,2025-04-24,Vendor Consolidation,Broadcom,CA Identity Manager,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.372,60,131,1875033.19,Monitor,0.719
SIG00009331,2024-04-19,Threat Trend,IBM,FileNet,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.921,25,189,5530639.69,Monitor,0.929
SIG00009332,2025-08-29,Pricing Shock,Open Source,PostgreSQL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.658,23,181,238652.67,Prepare negotiation,0.812
SIG00009333,2026-05-27,Pricing Shock,SAP,BusinessObjects,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.332,46,147,10419590.75,Prepare negotiation,0.871
SIG00009334,2024-08-11,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.569,38,223,20456535.7,Model scenario,0.403
SIG00009335,2024-04-28,AI-Native Shift,Broadcom,CA Identity Manager,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.536,26,162,8878830.44,Model scenario,0.91
SIG00009336,2025-04-10,Quantum Crypto Horizon,Microsoft,Windows Server,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,3,0.925,57,132,15455979.79,Validate controls,0.369
SIG00009337,2025-11-15,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.54,44,173,9870368.84,Model scenario,0.858
SIG00009338,2026-02-23,Pricing Shock,IBM,Tivoli / Spectrum Protect,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.879,52,203,3292441.8,Prepare negotiation,0.748
SIG00009339,2026-03-20,Talent Scarcity,Custom,Mainframe Integration Service,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.714,33,49,15509227.63,Validate controls,0.824
SIG00009340,2026-04-18,Quantum Crypto Horizon,Custom,Mainframe Integration Service,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.739,36,123,834805.37,Model scenario,0.671
SIG00009341,2025-05-28,Threat Trend,IBM,WebSphere Application Server,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.349,56,435,15582239.53,Monitor,0.566
SIG00009342,2026-05-04,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.636,30,543,11838171.01,Model scenario,0.579
SIG00009343,2025-02-23,AI-Native Shift,Red Hat,RHEL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.534,7,490,9870013.93,Assess replacement option,0.607
SIG00009344,2025-10-25,Vendor Consolidation,SAP,S/4HANA,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.401,31,234,16425499.2,Assess replacement option,0.774
