business_service_id,business_service_name,business_unit,service_tier,customer_facing,annual_revenue_supported_eur,rto_hours,rpo_hours,regulatory_scope,executive_owner
BS000439,Regulated Identity Service 0439,Commercial Banking,Tier 3,True,11412399.53,72,24.0,NIS2;DORA,EVP Commercial Banking
BS000440,Customer Workforce Service 0440,Risk,Tier 2,True,18723650.63,24,8.0,GDPR;Operational Resilience;SOX,EVP Risk
BS000441,Enterprise Billing Service 0441,M&A Office,Tier 3,False,62886881.9,72,24.0,HIPAA;Operational Resilience,EVP M&A Office
BS000442,Customer Payments Service 0442,Finance,Tier 2,False,18293219.32,24,8.0,SOX,EVP Finance
BS000443,Enterprise Identity Service 0443,Insurance,Tier 3,False,4784878.36,72,24.0,PCI-DSS,EVP Insurance
BS000444,Shared Billing Service 0444,Supply Chain,Tier 2,False,32549244.13,24,8.0,PCI-DSS,EVP Supply Chain
BS000445,Critical Identity Service 0445,Supply Chain,Tier 1,False,18892923.05,4,1.0,DORA;Internal Audit,EVP Supply Chain
BS000446,Global Ledger Service 0446,Digital Channels,Tier 1,True,256978513.31,4,1.0,Operational Resilience,EVP Digital Channels
BS000447,Critical Billing Service 0447,Finance,Tier 2,False,17872402.22,24,8.0,Operational Resilience;PCI-DSS;NIS2,EVP Finance
BS000448,Digital Reporting Service 0448,M&A Office,Tier 1,False,2755880.68,4,1.0,PCI-DSS,EVP M&A Office
BS000449,Digital Identity Service 0449,Supply Chain,Tier 2,True,26511826.37,24,8.0,SOX;DORA;Operational Resilience,EVP Supply Chain
BS000450,Regional Customer Service 0450,Wealth,Tier 3,False,151949315.34,72,24.0,DORA;NIS2,EVP Wealth
BS000451,Critical Workforce Service 0451,M&A Office,Tier 0,False,354519987.96,1,0.25,HIPAA,EVP M&A Office
BS000452,Regulated Portal Service 0452,Legal,Tier 0,True,469328114.43,1,0.25,DORA;GDPR;SOX,EVP Legal
BS000453,Core Identity Service 0453,Supply Chain,Tier 3,False,5828462.47,72,24.0,GDPR;SOX,EVP Supply Chain
BS000454,Regional Risk Service 0454,Retail Banking,Tier 2,False,48806186.51,24,8.0,SOX;HIPAA,EVP Retail Banking
BS000455,Regional Treasury Service 0455,Customer Operations,Tier 1,True,14557147.54,4,1.0,DORA,EVP Customer Operations
BS000456,Regional Workforce Service 0456,Manufacturing,Tier 3,False,22901623.0,72,24.0,DORA;Operational Resilience,EVP Manufacturing
BS000457,Global Compliance Service 0457,Insurance,Tier 3,False,4411619.12,72,24.0,GDPR;Internal Audit;NIS2,EVP Insurance
BS000458,Regulated Portal Service 0458,Customer Operations,Tier 2,False,8807363.22,24,8.0,NIS2;PCI-DSS,EVP Customer Operations
BS000459,Digital Payments Service 0459,Infrastructure,Tier 2,False,8504692.54,24,8.0,SOX,EVP Infrastructure
BS000460,Operational Trading Service 0460,Commercial Banking,Tier 1,False,86546939.08,4,1.0,HIPAA,EVP Commercial Banking
BS000461,Regulated Data Service 0461,Data & Analytics,Tier 0,False,151115348.79,1,0.25,NIS2,EVP Data & Analytics
BS000462,Shared Treasury Service 0462,Insurance,Tier 2,True,24263936.28,24,8.0,DORA;SOX;Operational Resilience,EVP Insurance
BS000463,Customer Procurement Service 0463,Data & Analytics,Tier 1,False,7292252.97,4,1.0,SOX;Internal Audit,EVP Data & Analytics
BS000464,Core Payments Service 0464,HR,Tier 2,True,12701067.75,24,8.0,HIPAA,EVP HR
BS000465,Enterprise Risk Service 0465,Retail Banking,Tier 3,True,7875536.51,72,24.0,Internal Audit,EVP Retail Banking
BS000466,Core Policy Service 0466,M&A Office,Tier 0,False,163023725.1,1,0.25,GDPR,EVP M&A Office
BS000467,Operational Portal Service 0467,Insurance,Tier 2,True,65398072.15,24,8.0,PCI-DSS;Internal Audit;DORA,EVP Insurance
BS000468,Core Workforce Service 0468,Customer Operations,Tier 1,False,102955849.6,4,1.0,Operational Resilience;Internal Audit,EVP Customer Operations
BS000469,Core Warehouse Service 0469,Payments,Tier 3,True,7797070.46,72,24.0,NIS2;HIPAA;Internal Audit,EVP Payments
BS000470,Customer Pricing Service 0470,Legal,Tier 1,False,1582157.9,4,1.0,PCI-DSS;SOX;GDPR,EVP Legal
BS000471,Shared Reporting Service 0471,Data & Analytics,Tier 2,True,2562110.55,24,8.0,Operational Resilience;PCI-DSS;DORA,EVP Data & Analytics
BS000472,Regulated Reporting Service 0472,Security,Tier 2,False,85479716.85,24,8.0,DORA,EVP Security
BS000473,Enterprise Portal Service 0473,HR,Tier 2,False,11508766.03,24,8.0,GDPR;DORA;NIS2,EVP HR
BS000474,Shared Fulfilment Service 0474,HR,Tier 2,False,7835716.83,24,8.0,PCI-DSS;SOX;Operational Resilience,EVP HR
BS000475,Shared Pricing Service 0475,Customer Operations,Tier 3,True,109007399.45,72,24.0,DORA;Operational Resilience;SOX,EVP Customer Operations
BS000476,Core Claims Service 0476,Security,Tier 2,False,71963955.97,24,8.0,Operational Resilience;NIS2;DORA,EVP Security
BS000477,Core Risk Service 0477,Infrastructure,Tier 3,False,18382204.25,72,24.0,Operational Resilience,EVP Infrastructure
BS000478,Operational Settlement Service 0478,Retail Banking,Tier 3,True,12958423.52,72,24.0,PCI-DSS;Operational Resilience;DORA,EVP Retail Banking
BS000479,Global Pricing Service 0479,Digital Channels,Tier 2,True,15474261.7,24,8.0,NIS2;PCI-DSS;Internal Audit,EVP Digital Channels
BS000480,Operational Reporting Service 0480,Commercial Banking,Tier 2,False,22974123.57,24,8.0,HIPAA;SOX,EVP Commercial Banking
BS000481,Enterprise Trading Service 0481,Wealth,Tier 0,False,364054805.17,1,0.25,NIS2;GDPR;PCI-DSS,EVP Wealth
BS000482,Core Ledger Service 0482,Infrastructure,Tier 3,False,28480043.35,72,24.0,DORA,EVP Infrastructure
BS000483,Customer Customer Service 0483,Wealth,Tier 2,False,39770338.81,24,8.0,DORA;SOX,EVP Wealth
BS000484,Operational Warehouse Service 0484,Security,Tier 2,False,64759898.53,24,8.0,HIPAA,EVP Security
BS000485,Digital Settlement Service 0485,HR,Tier 1,False,8896273.72,4,1.0,DORA;NIS2,EVP HR
BS000486,Critical Payments Service 0486,Payments,Tier 3,True,41051916.58,72,24.0,HIPAA,EVP Payments
BS000487,Enterprise Pricing Service 0487,Finance,Tier 2,True,12941818.49,24,8.0,GDPR;NIS2,EVP Finance
BS000488,Operational Portal Service 0488,Manufacturing,Tier 2,True,1123877.46,24,8.0,SOX;GDPR;NIS2,EVP Manufacturing
BS000489,Core Ledger Service 0489,Security,Tier 1,False,3099651.26,4,1.0,Operational Resilience;HIPAA,EVP Security
BS000490,Regional Billing Service 0490,Customer Operations,Tier 3,False,5839003.04,72,24.0,PCI-DSS;NIS2;Operational Resilience,EVP Customer Operations
BS000491,Global Treasury Service 0491,Legal,Tier 1,False,57778784.51,4,1.0,HIPAA;DORA;PCI-DSS,EVP Legal
BS000492,Global Warehouse Service 0492,Infrastructure,Tier 1,False,36505233.32,4,1.0,Internal Audit;HIPAA,EVP Infrastructure
BS000493,Shared Reporting Service 0493,Data & Analytics,Tier 3,False,21917662.53,72,24.0,SOX;NIS2,EVP Data & Analytics
BS000494,Regional Customer Service 0494,Customer Operations,Tier 3,False,153013671.41,72,24.0,HIPAA;PCI-DSS;SOX,EVP Customer Operations
BS000495,Critical Billing Service 0495,Wealth,Tier 1,True,7974727.92,4,1.0,HIPAA;Internal Audit,EVP Wealth
BS000496,Critical Claims Service 0496,HR,Tier 2,True,17362500.77,24,8.0,SOX,EVP HR
BS000497,Core Warehouse Service 0497,Insurance,Tier 3,False,25012320.34,72,24.0,SOX;PCI-DSS,EVP Insurance
BS000498,Critical Claims Service 0498,Risk,Tier 3,False,7961273.81,72,24.0,NIS2;SOX,EVP Risk
BS000499,Customer Claims Service 0499,Legal,Tier 2,False,18460787.01,24,8.0,DORA,EVP Legal
BS000500,Regulated Warehouse Service 0500,HR,Tier 2,False,3078816.21,24,8.0,PCI-DSS;Operational Resilience;NIS2,EVP HR
BS000501,Regulated Compliance Service 0501,Commercial Banking,Tier 3,False,84384714.81,72,24.0,NIS2,EVP Commercial Banking
BS000502,Digital Portal Service 0502,Digital Channels,Tier 3,True,8454623.35,72,24.0,NIS2,EVP Digital Channels
BS000503,Regional Procurement Service 0503,M&A Office,Tier 3,False,167173070.03,72,24.0,SOX;DORA,EVP M&A Office
BS000504,Regional Procurement Service 0504,Infrastructure,Tier 2,False,17266490.98,24,8.0,Internal Audit;DORA;HIPAA,EVP Infrastructure
BS000505,Customer Trading Service 0505,Wealth,Tier 1,False,99796691.25,4,1.0,Internal Audit;Operational Resilience,EVP Wealth
BS000506,Core Customer Service 0506,HR,Tier 3,False,16875388.96,72,24.0,Operational Resilience;HIPAA,EVP HR
BS000507,Operational Workforce Service 0507,Manufacturing,Tier 3,False,17299389.75,72,24.0,NIS2;PCI-DSS,EVP Manufacturing
BS000508,Shared Trading Service 0508,Wealth,Tier 3,False,9412674.91,72,24.0,Operational Resilience;Internal Audit;PCI-DSS,EVP Wealth
BS000509,Regional Risk Service 0509,Wealth,Tier 1,False,36719664.52,4,1.0,HIPAA;PCI-DSS,EVP Wealth
BS000510,Critical Pricing Service 0510,Wealth,Tier 1,True,45698920.25,4,1.0,Operational Resilience,EVP Wealth
BS000511,Critical Treasury Service 0511,M&A Office,Tier 3,True,7551944.52,72,24.0,SOX;Operational Resilience,EVP M&A Office
BS000512,Customer Payments Service 0512,Data & Analytics,Tier 0,True,54581966.98,1,0.25,Operational Resilience,EVP Data & Analytics
BS000513,Digital Identity Service 0513,Infrastructure,Tier 3,False,9146585.95,72,24.0,DORA;HIPAA;NIS2,EVP Infrastructure
BS000514,Core Ledger Service 0514,Security,Tier 2,False,224554832.16,24,8.0,GDPR;Internal Audit,EVP Security
BS000515,Operational Identity Service 0515,M&A Office,Tier 2,False,16212549.38,24,8.0,PCI-DSS;NIS2;HIPAA,EVP M&A Office
BS000516,Global Billing Service 0516,Commercial Banking,Tier 3,False,97929203.95,72,24.0,DORA;GDPR;PCI-DSS,EVP Commercial Banking
BS000517,Regional Ledger Service 0517,Infrastructure,Tier 2,True,14429935.14,24,8.0,Internal Audit,EVP Infrastructure
BS000518,Global Portal Service 0518,Commercial Banking,Tier 2,True,23800482.36,24,8.0,Operational Resilience;DORA;Internal Audit,EVP Commercial Banking
BS000519,Customer Procurement Service 0519,Supply Chain,Tier 2,False,4182833.82,24,8.0,Operational Resilience;Internal Audit,EVP Supply Chain
BS000520,Critical Compliance Service 0520,Customer Operations,Tier 2,False,10943105.15,24,8.0,DORA,EVP Customer Operations
BS000521,Customer Claims Service 0521,Risk,Tier 2,False,22557725.01,24,8.0,DORA,EVP Risk
BS000522,Regulated Payments Service 0522,Insurance,Tier 2,True,102421193.21,24,8.0,DORA,EVP Insurance
BS000523,Core Trading Service 0523,Payments,Tier 3,False,22843588.74,72,24.0,Internal Audit;SOX;Operational Resilience,EVP Payments
BS000524,Operational Payments Service 0524,Infrastructure,Tier 2,False,81988733.32,24,8.0,SOX,EVP Infrastructure
BS000525,Regional Billing Service 0525,Finance,Tier 1,True,65175141.33,4,1.0,PCI-DSS,EVP Finance
BS000526,Digital Treasury Service 0526,Finance,Tier 2,False,107192996.51,24,8.0,GDPR;SOX;HIPAA,EVP Finance
BS000527,Digital Settlement Service 0527,Legal,Tier 2,False,16769185.45,24,8.0,HIPAA,EVP Legal
BS000528,Global Ledger Service 0528,Insurance,Tier 1,True,446536475.33,4,1.0,Internal Audit,EVP Insurance
BS000529,Global Risk Service 0529,Legal,Tier 1,False,18884477.41,4,1.0,GDPR,EVP Legal
BS000530,Enterprise Procurement Service 0530,Legal,Tier 2,False,7701240.54,24,8.0,DORA;Internal Audit;NIS2,EVP Legal
BS000531,Customer Risk Service 0531,Customer Operations,Tier 2,False,4727664.45,24,8.0,GDPR,EVP Customer Operations
BS000532,Global Identity Service 0532,Insurance,Tier 3,False,232436386.41,72,24.0,Internal Audit;DORA;HIPAA,EVP Insurance
BS000533,Digital Fulfilment Service 0533,Insurance,Tier 1,False,79334130.78,4,1.0,PCI-DSS;NIS2;GDPR,EVP Insurance
BS000534,Digital Policy Service 0534,Wealth,Tier 1,False,22303492.94,4,1.0,DORA,EVP Wealth
BS000535,Operational Trading Service 0535,Manufacturing,Tier 3,False,70697796.72,72,24.0,PCI-DSS;SOX,EVP Manufacturing
BS000536,Core Data Service 0536,Insurance,Tier 3,True,38128073.41,72,24.0,DORA;PCI-DSS;Operational Resilience,EVP Insurance
BS000537,Regional Pricing Service 0537,HR,Tier 1,True,280063489.43,4,1.0,HIPAA;Internal Audit,EVP HR
BS000538,Customer Identity Service 0538,Commercial Banking,Tier 1,False,5868857.56,4,1.0,PCI-DSS,EVP Commercial Banking
BS000539,Shared Risk Service 0539,Manufacturing,Tier 1,False,24055892.77,4,1.0,DORA;HIPAA;NIS2,EVP Manufacturing
BS000540,Critical Payments Service 0540,Retail Banking,Tier 2,True,10758712.8,24,8.0,DORA,EVP Retail Banking
BS000541,Digital Ledger Service 0541,Data & Analytics,Tier 2,True,2040997.17,24,8.0,HIPAA,EVP Data & Analytics
BS000542,Critical Payments Service 0542,Retail Banking,Tier 1,True,103403212.7,4,1.0,HIPAA;NIS2,EVP Retail Banking
BS000543,Shared Warehouse Service 0543,Payments,Tier 0,False,46516923.81,1,0.25,PCI-DSS;Internal Audit;DORA,EVP Payments
BS000544,Regulated Billing Service 0544,Insurance,Tier 2,True,40369872.13,24,8.0,DORA;GDPR;Operational Resilience,EVP Insurance
BS000545,Core Warehouse Service 0545,Infrastructure,Tier 3,False,239903934.38,72,24.0,DORA,EVP Infrastructure
BS000546,Core Payments Service 0546,Retail Banking,Tier 2,False,12132907.4,24,8.0,DORA;PCI-DSS;HIPAA,EVP Retail Banking
BS000547,Regulated Pricing Service 0547,HR,Tier 2,False,11259600.71,24,8.0,DORA;Operational Resilience;Internal Audit,EVP HR
BS000548,Operational Fulfilment Service 0548,Customer Operations,Tier 1,True,36701098.76,4,1.0,NIS2,EVP Customer Operations
BS000549,Core Payments Service 0549,Supply Chain,Tier 1,True,95416182.81,4,1.0,HIPAA;GDPR,EVP Supply Chain
BS000550,Digital Claims Service 0550,Digital Channels,Tier 1,True,17268633.77,4,1.0,PCI-DSS;SOX;Internal Audit,EVP Digital Channels
BS000551,Customer Payments Service 0551,Security,Tier 3,False,8939071.15,72,24.0,PCI-DSS;HIPAA,EVP Security
BS000552,Shared Pricing Service 0552,Risk,Tier 3,False,57248282.35,72,24.0,HIPAA;DORA;PCI-DSS,EVP Risk
BS000553,Operational Settlement Service 0553,Infrastructure,Tier 3,False,27139566.95,72,24.0,Operational Resilience;NIS2,EVP Infrastructure
BS000554,Enterprise Workforce Service 0554,Finance,Tier 3,False,1887566.35,72,24.0,SOX;HIPAA;GDPR,EVP Finance
BS000555,Operational Trading Service 0555,M&A Office,Tier 3,False,4648564.5,72,24.0,Internal Audit;HIPAA,EVP M&A Office
BS000556,Regional Portal Service 0556,Supply Chain,Tier 3,False,93302685.62,72,24.0,SOX;Operational Resilience;HIPAA,EVP Supply Chain
BS000557,Customer Procurement Service 0557,Data & Analytics,Tier 1,False,50118851.68,4,1.0,DORA;PCI-DSS;Operational Resilience,EVP Data & Analytics
BS000558,Core Workforce Service 0558,Infrastructure,Tier 1,False,13927434.26,4,1.0,Operational Resilience;SOX;NIS2,EVP Infrastructure
BS000559,Customer Treasury Service 0559,Security,Tier 2,True,14835735.32,24,8.0,GDPR,EVP Security
BS000560,Enterprise Ledger Service 0560,Infrastructure,Tier 2,False,18156884.17,24,8.0,GDPR;PCI-DSS;DORA,EVP Infrastructure
BS000561,Shared Fulfilment Service 0561,Manufacturing,Tier 1,False,72354872.95,4,1.0,SOX;Internal Audit;NIS2,EVP Manufacturing
BS000562,Regulated Payments Service 0562,Retail Banking,Tier 3,True,4016455.14,72,24.0,HIPAA;Internal Audit;NIS2,EVP Retail Banking
BS000563,Regional Procurement Service 0563,Supply Chain,Tier 2,False,7095390.8,24,8.0,HIPAA;GDPR;SOX,EVP Supply Chain
BS000564,Core Pricing Service 0564,Payments,Tier 2,True,24161024.39,24,8.0,SOX,EVP Payments
BS000565,Global Data Service 0565,Legal,Tier 1,True,28860043.72,4,1.0,Operational Resilience,EVP Legal
BS000566,Regulated Data Service 0566,Wealth,Tier 1,False,60420062.34,4,1.0,PCI-DSS;Operational Resilience,EVP Wealth
BS000567,Operational Billing Service 0567,Payments,Tier 1,True,8329621.1,4,1.0,NIS2;Operational Resilience,EVP Payments
BS000568,Customer Trading Service 0568,Wealth,Tier 3,False,26504936.16,72,24.0,PCI-DSS,EVP Wealth
BS000569,Core Identity Service 0569,Customer Operations,Tier 2,False,59455695.6,24,8.0,NIS2;DORA,EVP Customer Operations
BS000570,Digital Workforce Service 0570,Manufacturing,Tier 3,False,30569104.56,72,24.0,PCI-DSS,EVP Manufacturing
BS000571,Regional Procurement Service 0571,M&A Office,Tier 1,False,37535945.51,4,1.0,HIPAA,EVP M&A Office
BS000572,Enterprise Customer Service 0572,HR,Tier 2,False,16103191.45,24,8.0,GDPR,EVP HR
BS000573,Critical Customer Service 0573,Wealth,Tier 2,False,7143145.13,24,8.0,PCI-DSS;SOX,EVP Wealth
BS000574,Operational Billing Service 0574,Retail Banking,Tier 3,True,16531885.83,72,24.0,GDPR;HIPAA,EVP Retail Banking
BS000575,Customer Identity Service 0575,Retail Banking,Tier 3,False,71533500.63,72,24.0,PCI-DSS;Operational Resilience;Internal Audit,EVP Retail Banking
BS000576,Core Policy Service 0576,Risk,Tier 1,False,28257099.89,4,1.0,PCI-DSS;DORA,EVP Risk
BS000577,Customer Pricing Service 0577,Legal,Tier 3,True,6724146.84,72,24.0,GDPR;PCI-DSS;Operational Resilience,EVP Legal
BS000578,Regional Reporting Service 0578,Supply Chain,Tier 1,False,18742699.37,4,1.0,GDPR;Internal Audit,EVP Supply Chain
BS000579,Shared Policy Service 0579,Legal,Tier 3,False,22318697.25,72,24.0,GDPR;DORA;SOX,EVP Legal
BS000580,Enterprise Data Service 0580,Commercial Banking,Tier 1,True,21357665.39,4,1.0,Internal Audit;PCI-DSS;NIS2,EVP Commercial Banking
BS000581,Regulated Fulfilment Service 0581,Commercial Banking,Tier 1,True,54932750.46,4,1.0,Operational Resilience;PCI-DSS;Internal Audit,EVP Commercial Banking
BS000582,Core Settlement Service 0582,Infrastructure,Tier 3,False,31804811.36,72,24.0,DORA,EVP Infrastructure
BS000583,Enterprise Ledger Service 0583,Commercial Banking,Tier 1,False,85640440.34,4,1.0,Internal Audit;SOX;GDPR,EVP Commercial Banking
BS000584,Shared Claims Service 0584,Retail Banking,Tier 2,True,85661618.08,24,8.0,NIS2;PCI-DSS,EVP Retail Banking
BS000585,Global Claims Service 0585,Risk,Tier 2,False,53513504.3,24,8.0,GDPR;PCI-DSS,EVP Risk
BS000586,Regional Portal Service 0586,Legal,Tier 1,False,11526089.71,4,1.0,PCI-DSS;NIS2,EVP Legal
BS000587,Global Treasury Service 0587,Digital Channels,Tier 2,False,6623351.77,24,8.0,NIS2,EVP Digital Channels
BS000588,Regional Claims Service 0588,Commercial Banking,Tier 3,True,16463417.82,72,24.0,DORA,EVP Commercial Banking
BS000589,Digital Warehouse Service 0589,Infrastructure,Tier 3,True,10893829.73,72,24.0,NIS2;HIPAA;Internal Audit,EVP Infrastructure
BS000590,Global Payments Service 0590,Infrastructure,Tier 2,False,5115780.83,24,8.0,GDPR,EVP Infrastructure
BS000591,Customer Risk Service 0591,Security,Tier 2,False,11008068.11,24,8.0,SOX;DORA;PCI-DSS,EVP Security
BS000592,Digital Portal Service 0592,Legal,Tier 1,False,19111913.42,4,1.0,GDPR;NIS2,EVP Legal
BS000593,Customer Identity Service 0593,Wealth,Tier 1,False,15382701.41,4,1.0,SOX;GDPR,EVP Wealth
BS000594,Shared Claims Service 0594,M&A Office,Tier 1,True,22757793.82,4,1.0,GDPR,EVP M&A Office
BS000595,Digital Risk Service 0595,Finance,Tier 3,False,65417210.24,72,24.0,Internal Audit,EVP Finance
BS000596,Global Treasury Service 0596,Security,Tier 3,False,22279150.53,72,24.0,SOX;HIPAA;DORA,EVP Security
BS000597,Regulated Billing Service 0597,Manufacturing,Tier 3,False,271368974.86,72,24.0,Internal Audit;SOX;GDPR,EVP Manufacturing
BS000598,Digital Ledger Service 0598,Security,Tier 2,False,21586075.34,24,8.0,DORA;Internal Audit;Operational Resilience,EVP Security
BS000599,Shared Policy Service 0599,Customer Operations,Tier 2,False,13006081.95,24,8.0,PCI-DSS;Internal Audit,EVP Customer Operations
BS000600,Digital Risk Service 0600,Customer Operations,Tier 2,False,17975965.45,24,8.0,PCI-DSS,EVP Customer Operations
BS000601,Critical Risk Service 0601,Customer Operations,Tier 2,False,23727402.84,24,8.0,GDPR,EVP Customer Operations
BS000602,Regional Portal Service 0602,Security,Tier 2,False,28883450.81,24,8.0,PCI-DSS;Internal Audit;DORA,EVP Security
BS000603,Critical Portal Service 0603,Data & Analytics,Tier 1,False,316289699.87,4,1.0,SOX;PCI-DSS;HIPAA,EVP Data & Analytics
BS000604,Enterprise Pricing Service 0604,Insurance,Tier 1,True,12710438.64,4,1.0,GDPR;NIS2,EVP Insurance
BS000605,Digital Fulfilment Service 0605,Infrastructure,Tier 3,True,46036755.32,72,24.0,Operational Resilience;NIS2,EVP Infrastructure
BS000606,Regional Settlement Service 0606,Manufacturing,Tier 2,True,22488748.09,24,8.0,NIS2;GDPR,EVP Manufacturing
BS000607,Shared Risk Service 0607,Finance,Tier 3,False,3178094.89,72,24.0,NIS2;Operational Resilience;HIPAA,EVP Finance
BS000608,Operational Billing Service 0608,Supply Chain,Tier 1,False,75191994.36,4,1.0,DORA;HIPAA;NIS2,EVP Supply Chain
BS000609,Customer Customer Service 0609,M&A Office,Tier 2,False,72159241.11,24,8.0,GDPR;HIPAA;DORA,EVP M&A Office
BS000610,Shared Compliance Service 0610,Infrastructure,Tier 1,False,12545751.26,4,1.0,NIS2;Operational Resilience;PCI-DSS,EVP Infrastructure
BS000611,Shared Data Service 0611,Infrastructure,Tier 1,False,31894987.07,4,1.0,SOX;Internal Audit,EVP Infrastructure
BS000612,Regulated Treasury Service 0612,HR,Tier 0,False,9387347.02,1,0.25,PCI-DSS;NIS2;Operational Resilience,EVP HR
BS000613,Enterprise Trading Service 0613,Security,Tier 1,True,8065445.92,4,1.0,NIS2;GDPR,EVP Security
BS000614,Global Workforce Service 0614,Risk,Tier 3,False,56674364.17,72,24.0,DORA,EVP Risk
BS000615,Regulated Procurement Service 0615,Digital Channels,Tier 2,False,10712714.27,24,8.0,NIS2;HIPAA;PCI-DSS,EVP Digital Channels
BS000616,Digital Policy Service 0616,Customer Operations,Tier 2,False,5284648.82,24,8.0,NIS2;HIPAA;Internal Audit,EVP Customer Operations
BS000617,Digital Settlement Service 0617,Wealth,Tier 2,True,23032260.02,24,8.0,GDPR,EVP Wealth
BS000618,Regulated Workforce Service 0618,Wealth,Tier 2,False,10072770.24,24,8.0,GDPR,EVP Wealth
BS000619,Global Payments Service 0619,Commercial Banking,Tier 2,False,10660929.59,24,8.0,SOX;DORA;GDPR,EVP Commercial Banking
BS000620,Customer Compliance Service 0620,Insurance,Tier 1,False,72641380.23,4,1.0,Operational Resilience,EVP Insurance
BS000621,Operational Policy Service 0621,HR,Tier 3,False,4985744.53,72,24.0,HIPAA;DORA,EVP HR
BS000622,Core Ledger Service 0622,Supply Chain,Tier 3,False,6610026.8,72,24.0,HIPAA;Internal Audit;SOX,EVP Supply Chain
BS000623,Operational Portal Service 0623,Insurance,Tier 3,True,21199496.54,72,24.0,Operational Resilience;GDPR,EVP Insurance
BS000624,Customer Payments Service 0624,HR,Tier 2,False,51979021.88,24,8.0,GDPR;Operational Resilience;NIS2,EVP HR
BS000625,Global Compliance Service 0625,Customer Operations,Tier 1,False,125744546.29,4,1.0,SOX;HIPAA;PCI-DSS,EVP Customer Operations
BS000626,Regulated Warehouse Service 0626,Payments,Tier 3,False,8609976.16,72,24.0,PCI-DSS;Internal Audit;DORA,EVP Payments
BS000627,Global Payments Service 0627,Finance,Tier 2,True,50179376.0,24,8.0,Operational Resilience;SOX,EVP Finance
BS000628,Core Data Service 0628,Risk,Tier 0,False,26435185.0,1,0.25,Internal Audit;HIPAA,EVP Risk
BS000629,Customer Reporting Service 0629,Supply Chain,Tier 2,False,133395676.6,24,8.0,DORA;SOX;Internal Audit,EVP Supply Chain
BS000630,Regional Portal Service 0630,Risk,Tier 3,False,5141481.74,72,24.0,Internal Audit;GDPR;HIPAA,EVP Risk
BS000631,Core Fulfilment Service 0631,Data & Analytics,Tier 2,False,77154980.59,24,8.0,HIPAA,EVP Data & Analytics
BS000632,Customer Warehouse Service 0632,Finance,Tier 3,False,8691579.86,72,24.0,PCI-DSS;HIPAA;NIS2,EVP Finance
BS000633,Customer Risk Service 0633,HR,Tier 3,False,163867888.02,72,24.0,PCI-DSS;GDPR;Operational Resilience,EVP HR
BS000634,Enterprise Customer Service 0634,Risk,Tier 1,False,61727461.24,4,1.0,SOX;PCI-DSS;GDPR,EVP Risk
BS000635,Regulated Data Service 0635,Payments,Tier 3,True,5852513.69,72,24.0,HIPAA,EVP Payments
BS000636,Global Treasury Service 0636,Digital Channels,Tier 2,False,10074697.82,24,8.0,HIPAA;Operational Resilience,EVP Digital Channels
BS000637,Core Risk Service 0637,Wealth,Tier 2,False,42257792.21,24,8.0,GDPR,EVP Wealth
BS000638,Global Data Service 0638,Finance,Tier 0,False,199369775.71,1,0.25,DORA;Internal Audit;NIS2,EVP Finance
BS000639,Enterprise Trading Service 0639,Security,Tier 3,False,16555233.76,72,24.0,Internal Audit;GDPR;NIS2,EVP Security
BS000640,Critical Portal Service 0640,M&A Office,Tier 1,False,33831767.09,4,1.0,GDPR;NIS2;HIPAA,EVP M&A Office
BS000641,Digital Treasury Service 0641,Digital Channels,Tier 1,True,74177765.05,4,1.0,Internal Audit;NIS2,EVP Digital Channels
BS000642,Enterprise Ledger Service 0642,Legal,Tier 2,True,20686218.63,24,8.0,NIS2;PCI-DSS,EVP Legal
BS000643,Core Settlement Service 0643,Infrastructure,Tier 1,False,7763402.95,4,1.0,GDPR;PCI-DSS,EVP Infrastructure
BS000644,Critical Workforce Service 0644,Supply Chain,Tier 1,False,13170831.89,4,1.0,HIPAA,EVP Supply Chain
BS000645,Digital Procurement Service 0645,Security,Tier 2,False,23176095.46,24,8.0,HIPAA;PCI-DSS;SOX,EVP Security
BS000646,Customer Risk Service 0646,Finance,Tier 2,True,68136980.64,24,8.0,PCI-DSS;HIPAA,EVP Finance
BS000647,Core Claims Service 0647,HR,Tier 3,False,105854986.82,72,24.0,NIS2;DORA;GDPR,EVP HR
BS000648,Enterprise Trading Service 0648,Manufacturing,Tier 2,False,42181081.08,24,8.0,NIS2,EVP Manufacturing
BS000649,Customer Risk Service 0649,M&A Office,Tier 3,True,24545027.29,72,24.0,PCI-DSS;Internal Audit,EVP M&A Office
BS000650,Operational Risk Service 0650,Infrastructure,Tier 2,False,40779712.56,24,8.0,DORA,EVP Infrastructure
BS000651,Digital Data Service 0651,Supply Chain,Tier 2,False,8593993.31,24,8.0,SOX;Internal Audit,EVP Supply Chain
BS000652,Critical Warehouse Service 0652,Digital Channels,Tier 2,True,15118745.32,24,8.0,GDPR;DORA,EVP Digital Channels
BS000653,Global Reporting Service 0653,Payments,Tier 2,False,7227879.12,24,8.0,DORA;GDPR;PCI-DSS,EVP Payments
BS000654,Regional Portal Service 0654,Security,Tier 3,False,4530682.41,72,24.0,GDPR;NIS2;Operational Resilience,EVP Security
BS000655,Operational Reporting Service 0655,Manufacturing,Tier 2,False,25826300.06,24,8.0,GDPR;PCI-DSS;DORA,EVP Manufacturing
